gene_id	gene_name	gene_type	chrom	start	end	strand	d0_gene_umis	d1_gene_umis	stratum	matched	matched_candidate	candidate_umis	permissive_any_overlap	d1_expression	d1_discovery	polyasite	star_splice
ENSG00000308554	ENSG00000308554	lncRNA	chr21	28995234	29003544	-	106	481	same_strand	1	D0_005097	142	1	1	1	1	0
ENSG00000308572	ENSG00000308572	lncRNA	chr21	29002846	29003401	+	78	433	clean	1	D0_002844	191	1	1	1	1	0
ENSG00000290418	TPTEP1	lncRNA	chr22	16601306	16698742	+	124	274	same_strand	0		0	0	1	0	1	1
ENSG00000293427	ENSG00000293427	lncRNA	chr22	21472997	21518463	-	74	487	same_strand	0		0	0	1	1	1	0
ENSG00000291087	CRYBB2P1	lncRNA	chr22	25448052	25540803	+	87	446	same_strand	1	D0_021501	17	1	1	1	1	1
ENSG00000307561	ENSG00000307561	lncRNA	chr22	30269688	30284363	-	115	716	same_strand	1	D0_005285	139	1	1	1	1	0
ENSG00000294512	ENSG00000294512	lncRNA	chr22	35838258	35839935	-	1137	4885	same_strand	1	D0_000069	2589	1	1	1	0	0
ENSG00000291015	ENSG00000291015	lncRNA	chr22	38335299	38398929	-	134	592	same_strand	0		0	0	1	1	1	1
ENSG00000289963	ENSG00000289963	lncRNA	chr22	39066255	39069975	+	193	685	clean	1	D0_000909	361	1	1	1	1	0
ENSG00000293428	C22orf46P	lncRNA	chr22	41688876	41698136	+	159	1064	same_strand	1	D0_013813	81	1	1	1	1	0
ENSG00000291035	RRP7BP	lncRNA	chr22	42555211	42582039	-	139	851	same_strand	0		0	0	1	1	1	1
ENSG00000289947	ENSG00000289947	lncRNA	chr22	50541490	50541847	-	76	256	antisense_only	1	D0_005639	134	1	1	1	0	0
ENSG00000291224	ENSG00000291224	lncRNA	chr3	9986881	10007004	+	98	495	same_strand	0		0	0	1	1	1	1
ENSG00000291078	ENSG00000291078	lncRNA	chr3	10000605	10026755	-	63	536	same_strand	0		0	0	1	1	1	0
ENSG00000289138	ENSG00000289138	lncRNA	chr3	19951701	19953352	+	57	606	same_strand	0		0	0	1	1	1	0
ENSG00000293339	ENSG00000293339	lncRNA	chr3	22381719	22382929	+	56	174	same_strand	1	D0_016637	47	1	1	1	1	0
ENSG00000308157	ENSG00000308157	lncRNA	chr3	30607320	30607815	+	335	1100	same_strand	1	D0_000696	414	1	1	1	0	0
ENSG00000294831	ENSG00000294831	lncRNA	chr3	40907885	40972391	+	56	379	antisense_only	1	D0_015829	69	1	1	1	1	0
ENSG00000307241	ENSG00000307241	lncRNA	chr3	51539663	51541057	+	222	782	clean	1	D0_001651	256	1	1	1	0	0
ENSG00000295591	ENSG00000295591	lncRNA	chr3	101561233	101561815	-	94	847	clean	1	D0_007809	111	1	1	1	1	0
ENSG00000293268	ENSG00000293268	protein_coding	chr3	101686826	101713301	+	236	1173	same_strand	1	D0_018131	30	1	1	1	1	1
ENSG00000289469	ENSG00000289469	lncRNA	chr3	129183766	129225602	+	79	424	antisense_only	1	D0_005572	134	1	1	1	1	0
ENSG00000290993	ENSG00000290993	lncRNA	chr3	129333722	129399699	-	275	1190	same_strand	1	D0_012058	87	1	1	1	1	1
ENSG00000302206	ENSG00000302206	lncRNA	chr3	169483182	169510351	-	60	269	same_strand	1	D0_005174	140	1	1	1	1	0
ENSG00000300864	ENSG00000300864	lncRNA	chr3	169772470	169773371	-	145	920	antisense_only	1	D0_003228	178	1	1	1	1	0
ENSG00000289574	ENSG00000289574	lncRNA	chr3	179370391	179371971	+	96	399	same_strand	1	D0_012061	87	1	1	1	1	0
ENSG00000288794	ENSG00000288794	lncRNA	chr3	188300454	188301990	+	68	216	same_strand	1	D0_015450	75	1	1	1	0	0
ENSG00000290763	SDHAP1	lncRNA	chr3	195959280	195990325	-	104	526	same_strand	1	D0_021247	17	1	1	1	1	1
ENSG00000288990	ENSG00000288990	lncRNA	chr3	196636179	196639664	-	80	319	clean	1	D0_012065	87	1	1	1	1	0
ENSG00000290054	ENSG00000290054	lncRNA	chr3	196690176	196693827	+	54	201	same_strand	0		0	0	1	1	0	1
ENSG00000289396	ENSG00000289396	lncRNA	chr3	197073878	197075341	-	79	369	same_strand	1	D0_011616	89	1	1	1	1	0
ENSG00000291091	ENSG00000291091	lncRNA	chr3	197556723	197627930	-	129	643	same_strand	0		0	0	1	1	1	1
ENSG00000289865	ENSG00000289865	lncRNA	chr4	10117009	10119479	+	194	1826	clean	1	D0_001957	234	1	1	1	1	0
ENSG00000305512	ENSG00000305512	lncRNA	chr4	15667559	15700387	-	123	156	same_strand	1	D0_004436	152	1	1	1	1	0
ENSG00000299967	ENSG00000299967	lncRNA	chr4	73069850	73071828	+	56	235	clean	1	D0_015938	65	1	1	1	1	0
ENSG00000289496	ENSG00000289496	lncRNA	chr4	77076034	77151502	+	63	318	antisense_only	1	D0_005176	140	1	1	1	1	0
ENSG00000291201	ENSG00000291201	lncRNA	chr4	118591711	118679860	+	87	397	same_strand	1	D0_016347	53	1	1	1	1	0
ENSG00000291202	ENSG00000291202	lncRNA	chr4	119405522	119455220	-	54	305	same_strand	0		0	0	1	1	1	0
ENSG00000291203	ENSG00000291203	lncRNA	chr4	119454683	119555535	+	95	598	same_strand	1	D0_013609	81	1	1	1	1	1
ENSG00000296549	ENSG00000296549	lncRNA	chr4	139178105	139179801	+	54	423	clean	1	D0_013910	80	1	1	1	1	0
ENSG00000306779	ENSG00000306779	lncRNA	chr4	141333561	141427968	+	72	231	same_strand	1	D0_013074	83	1	1	1	1	1
ENSG00000303860	ENSG00000303860	lncRNA	chr4	169641558	169660155	-	93	424	antisense_only	1	D0_003472	171	1	1	1	1	0
ENSG00000291079	SDHAP3	lncRNA	chr5	1541606	1634036	-	173	1090	same_strand	0		0	0	1	1	1	1
ENSG00000293060	ENSG00000293060	lncRNA	chr5	17353694	17354624	-	315	839	same_strand	0		0	0	1	0	1	0
ENSG00000291102	GUSBP1	lncRNA	chr5	21341810	21779522	+	213	1048	same_strand	1	D0_007820	111	1	1	1	1	1
ENSG00000290548	ENSG00000290548	lncRNA	chr5	34051308	34244861	-	130	582	same_strand	1	D0_017173	39	1	1	1	1	1
ENSG00000300760	ENSG00000300760	lncRNA	chr5	42949979	42950403	+	51	583	clean	1	D0_003271	177	1	1	1	0	0
ENSG00000289152	ENSG00000289152	lncRNA	chr5	57172295	57173794	-	209	2042	clean	1	D0_001225	303	1	1	1	1	0
ENSG00000307181	ENSG00000307181	lncRNA	chr5	61375056	61377037	+	75	1003	same_strand	0		0	0	1	1	0	0
ENSG00000290560	GUSBP3	lncRNA	chr5	69544382	69710607	-	242	587	same_strand	1	D0_002438	207	1	1	1	1	1
ENSG00000290556	ENSG00000290556	lncRNA	chr5	69607037	69649935	+	195	754	same_strand	1	D0_000509	495	1	1	1	1	0
ENSG00000300022	ENSG00000300022	lncRNA	chr5	70094642	70290341	-	90	443	same_strand	1	D0_000418	567	1	1	1	1	0
ENSG00000291220	ENSG00000291220	lncRNA	chr5	70401442	70454164	+	77	150	same_strand	1	D0_020224	20	1	1	1	1	0
ENSG00000300109	ENSG00000300109	lncRNA	chr5	70441164	70585881	-	1053	2051	same_strand	1	D0_000225	841	1	1	1	1	0
ENSG00000291221	ENSG00000291221	lncRNA	chr5	70462224	70537636	+	672	2268	same_strand	1	D0_000982	345	1	1	1	0	0
ENSG00000297805	ENSG00000297805	lncRNA	chr5	70719774	70884452	+	193	676	same_strand	1	D0_001039	332	1	1	1	1	0
ENSG00000296329	ENSG00000296329	lncRNA	chr5	71121282	71289825	-	330	1534	same_strand	1	D0_003131	181	1	1	1	1	0
ENSG00000303913	ENSG00000303913	lncRNA	chr5	87413130	87413849	+	51	750	same_strand	0		0	0	1	1	0	0
ENSG00000310517	CAST	protein_coding	chr5	96247755	96779595	+	1953	7032	same_strand	1	D0_010555	94	1	1	1	1	1
ENSG00000288965	ENSG00000288965	lncRNA	chr5	111238809	111240319	+	113	738	same_strand	1	D0_005976	129	1	1	1	1	0
ENSG00000289155	ENSG00000289155	lncRNA	chr5	138543434	138544244	+	80	673	clean	1	D0_000636	433	1	1	1	1	0
ENSG00000293441	ENSG00000293441	lncRNA	chr5	140571198	140595069	-	60	285	same_strand	0		0	0	1	1	1	1
ENSG00000289306	ENSG00000289306	lncRNA	chr5	142149434	142150200	+	76	380	same_strand	1	D0_004196	156	1	1	1	0	0
ENSG00000288764	ENSG00000288764	lncRNA	chr5	159237935	159263268	-	53	428	antisense_only	1	D0_015789	71	1	1	1	1	0
ENSG00000295914	ENSG00000295914	lncRNA	chr5	172762032	172765464	-	91	722	same_strand	1	D0_005383	137	1	1	1	1	0
ENSG00000288737	ENSG00000288737	lncRNA	chr5	172807435	172808088	+	175	498	clean	1	D0_002263	216	1	1	1	1	0
ENSG00000289085	ENSG00000289085	lncRNA	chr5	173911681	173912938	+	72	367	same_strand	0		0	0	1	1	1	0
ENSG00000289731	ENSG00000289731	protein_coding	chr5	176058716	176159271	+	65	596	same_strand	0		0	0	1	1	1	0
ENSG00000291113	ENSG00000291113	lncRNA	chr5	177807680	177983054	+	352	1945	same_strand	1	D0_011630	89	1	1	1	1	0
ENSG00000307289	ENSG00000307289	lncRNA	chr6	3069026	3070065	+	55	473	same_strand	0		0	0	1	1	1	0
ENSG00000288851	ENSG00000288851	lncRNA	chr6	24719832	24720644	+	56	249	antisense_only	1	D0_015734	73	1	1	1	1	0
ENSG00000293489	CMAHP	lncRNA	chr6	25061610	25452263	-	119	398	same_strand	0		0	0	1	1	1	1
ENSG00000289117	ENSG00000289117	lncRNA	chr6	26157144	26157938	-	66	383	clean	1	D0_011404	90	1	1	1	1	0
ENSG00000304009	ENSG00000304009	lncRNA	chr6	26232714	26233817	-	63	200	antisense_only	1	D0_005315	138	1	1	1	1	0
ENSG00000290474	ENSG00000290474	lncRNA	chr6	26813825	26964603	-	191	1152	same_strand	1	D0_016236	56	1	1	1	1	0
ENSG00000290051	ENSG00000290051	lncRNA	chr6	28335661	28337219	+	99	473	antisense_only	1	D0_015187	76	1	1	1	1	0
ENSG00000309476	ENSG00000309476	lncRNA	chr6	29628870	29629828	+	67	282	antisense_only	1	D0_013360	82	1	1	1	1	0
ENSG00000290710	HLA-V	lncRNA	chr6	29790953	29805501	+	326	231	same_strand	1	D0_020882	18	1	1	1	1	1
ENSG00000293508	POLR1HASP	lncRNA	chr6	29862623	30067051	-	81	458	same_strand	1	D0_019656	22	1	1	1	1	1
ENSG00000310496	ENSG00000310496	lncRNA	chr6	29925917	29930754	+	65	269	same_strand	1	D0_013087	83	1	1	1	1	1
ENSG00000290574	ENSG00000290574	lncRNA	chr6	30005970	30009970	+	125	463	same_strand	0		0	0	1	1	1	1
ENSG00000289375	ENSG00000289375	lncRNA	chr6	31610852	31620998	-	96	461	same_strand	1	D0_006650	122	1	1	1	1	1
ENSG00000290878	HLA-DRB6	lncRNA	chr6	32551854	32560022	-	2642	4757	same_strand	1	D0_000056	3428	1	1	1	1	1
ENSG00000289047	ENSG00000289047	lncRNA	chr6	32894143	32903758	+	92	339	same_strand	1	D0_009821	98	1	1	1	1	1
ENSG00000289100	ENSG00000289100	lncRNA	chr6	33299465	33301090	+	330	2756	antisense_only	1	D0_011855	88	1	1	1	1	0
ENSG00000288879	ENSG00000288879	lncRNA	chr6	34235829	34236794	-	104	586	clean	1	D0_004851	145	1	1	1	1	0
ENSG00000290555	LINC00680	lncRNA	chr6	57855889	57961501	-	261	1439	same_strand	1	D0_018016	31	1	1	1	1	1
ENSG00000309777	ENSG00000309777	lncRNA	chr6	89721144	89721831	+	82	281	antisense_only	1	D0_000326	649	1	1	1	0	0
ENSG00000293493	VNN3P	lncRNA	chr6	132722783	132736935	-	96	95	same_strand	1	D0_019420	23	1	1	1	1	1
ENSG00000289312	ENSG00000289312	lncRNA	chr6	136288894	136305818	+	75	548	antisense_only	1	D0_001370	285	1	1	1	1	0
ENSG00000288910	ENSG00000288910	lncRNA	chr6	157060631	157061587	+	75	291	same_strand	1	D0_012112	87	1	1	1	0	0
ENSG00000291237	SOD2	protein_coding	chr6	159669068	159762529	-	1853	9703	same_strand	1	D0_002174	221	1	1	1	1	1
ENSG00000308813	ENSG00000308813	lncRNA	chr6	166331775	166342883	-	90	342	same_strand	1	D0_005590	134	1	1	1	1	1
ENSG00000288792	ENSG00000288792	lncRNA	chr7	2642736	2643373	+	75	235	same_strand	1	D0_013961	80	1	1	1	0	0
ENSG00000291099	ENSG00000291099	lncRNA	chr7	5823100	5854444	+	120	642	same_strand	1	D0_014575	78	1	1	1	1	1
ENSG00000289269	ENSG00000289269	lncRNA	chr7	40064966	40065478	+	67	257	same_strand	1	D0_007244	116	1	1	1	1	0
ENSG00000290758	POLR2J4	lncRNA	chr7	43940894	44040670	-	652	3329	same_strand	1	D0_004442	152	1	1	1	1	1
ENSG00000307669	ENSG00000307669	lncRNA	chr7	44606951	44607700	+	112	370	same_strand	1	D0_005125	141	1	1	1	1	0
ENSG00000291207	ENSG00000291207	lncRNA	chr7	45723771	45769247	-	156	942	same_strand	0		0	0	1	1	1	1
ENSG00000290926	LINC03006	lncRNA	chr7	65647009	65773803	-	240	1227	same_strand	1	D0_004921	144	1	1	1	1	1
ENSG00000291136	RABGEF1P1	lncRNA	chr7	66512392	66592448	-	381	1899	same_strand	1	D0_014276	79	1	1	1	1	1
ENSG00000289015	ENSG00000289015	lncRNA	chr7	66681257	66682067	-	209	1104	antisense_only	1	D0_002228	218	1	1	1	1	0
ENSG00000289177	ENSG00000289177	lncRNA	chr7	66844969	66899203	+	52	345	same_strand	1	D0_022790	14	1	1	1	1	1
ENSG00000291154	ENSG00000291154	lncRNA	chr7	67100904	67335336	-	367	2067	same_strand	1	D0_000858	371	1	1	1	1	1
ENSG00000291153	STAG3L4	lncRNA	chr7	67302595	67363094	+	91	442	same_strand	1	D0_012859	84	1	1	1	1	1
ENSG00000291152	SBDSP1	lncRNA	chr7	72829373	72837399	+	191	1160	same_strand	1	D0_001226	303	1	1	1	1	1
ENSG00000290831	NSUN5P2	lncRNA	chr7	72947580	72954790	-	118	465	same_strand	0		0	0	1	0	1	1
ENSG00000290832	ENSG00000290832	lncRNA	chr7	72968169	73005985	-	499	2252	same_strand	1	D0_009659	99	1	1	1	1	1
ENSG00000290838	NCF1B	lncRNA	chr7	73220582	73236006	+	200	2544	same_strand	1	D0_007582	113	1	1	1	0	1
ENSG00000290833	ENSG00000290833	lncRNA	chr7	74843753	74890610	-	129	1017	same_strand	1	D0_005595	134	1	1	1	1	1
ENSG00000290871	GTF2IP1	lncRNA	chr7	75185382	75237696	-	151	577	same_strand	0		0	0	1	1	1	0
ENSG00000291151	NSUN5P1	lncRNA	chr7	75410321	75416794	+	134	538	same_strand	0		0	0	1	0	1	0
ENSG00000291092	PMS2P3	lncRNA	chr7	75490412	75528172	-	56	247	same_strand	1	D0_008415	107	1	1	1	1	1
ENSG00000290873	LINC03009	lncRNA	chr7	76549359	76689386	+	82	535	same_strand	1	D0_019670	22	1	1	1	1	1
ENSG00000291178	ENSG00000291178	lncRNA	chr7	100275440	100336384	-	227	1329	same_strand	1	D0_006754	121	1	1	1	1	1
ENSG00000302574	ENSG00000302574	lncRNA	chr7	105012804	105013863	+	62	363	antisense_only	1	D0_021309	17	1	1	1	1	0
ENSG00000303921	ENSG00000303921	lncRNA	chr7	139227440	139230307	-	51	259	same_strand	1	D0_004155	157	1	1	1	1	0
ENSG00000288882	ENSG00000288882	lncRNA	chr7	142716830	142719234	+	67	139	clean	1	D0_012865	84	1	1	1	1	0
ENSG00000291149	ENSG00000291149	lncRNA	chr7	143721658	143837377	-	110	405	same_strand	1	D0_021732	16	1	1	1	1	0
ENSG00000291118	ZNF767P	lncRNA	chr7	149547153	149624752	-	144	666	same_strand	1	D0_013977	80	1	1	1	1	0
ENSG00000289470	ENSG00000289470	lncRNA	chr7	150760803	150782279	-	62	199	clean	1	D0_002059	228	1	1	1	1	1
ENSG00000289334	ENSG00000289334	lncRNA	chr8	30094323	30095370	-	61	523	clean	1	D0_007590	113	1	1	1	1	0
ENSG00000300552	ENSG00000300552	lncRNA	chr8	33513465	33513589	+	74	203	same_strand	1	D0_007249	116	1	1	1	1	0
ENSG00000289603	ENSG00000289603	lncRNA	chr8	42140198	42143630	+	58	663	clean	1	D0_015737	73	1	1	1	1	0
ENSG00000292997	ENSG00000292997	lncRNA	chr8	56588384	56588787	+	103	445	same_strand	0		0	0	1	0	1	0
ENSG00000288596	C8orf44	lncRNA	chr8	66667474	66685564	+	80	351	same_strand	1	D0_003527	170	1	1	1	1	1
ENSG00000310415	ENSG00000310415	lncRNA	chr8	100721499	100721983	+	62	306	antisense_only	1	D0_012129	87	1	1	1	1	0
ENSG00000293064	ENSG00000293064	lncRNA	chr8	101333101	101373191	+	138	527	same_strand	0		0	0	1	0	1	0
ENSG00000289161	ENSG00000289161	lncRNA	chr8	143556815	143558386	-	55	249	antisense_only	0		0	0	1	1	1	0
ENSG00000291317	TMEM276	protein_coding	chr8	144463816	144466890	-	121	638	same_strand	0		0	0	1	0	1	0
ENSG00000291080	ZNF252P	lncRNA	chr8	144973588	145003445	-	70	261	same_strand	0		0	0	1	0	1	1
ENSG00000301759	ENSG00000301759	lncRNA	chr9	6622817	6623631	+	65	203	antisense_only	0		0	0	1	0	1	1
ENSG00000290923	PGM5P2	lncRNA	chr9	40900522	41074965	-	136	529	same_strand	1	D0_003477	171	1	1	1	1	0
ENSG00000291075	FRG1HP	lncRNA	chr9	40992064	41090006	+	405	2073	same_strand	0		0	0	1	1	1	1
ENSG00000288838	ENSG00000288838	lncRNA	chr9	62798832	62802715	-	57	256	same_strand	1	D0_016715	46	1	1	1	1	0
ENSG00000309428	ENSG00000309428	lncRNA	chr9	63813641	63819300	+	73	384	antisense_only	1	D0_000719	404	1	1	1	1	0
ENSG00000302601	ENSG00000302601	lncRNA	chr9	65287848	65312629	-	57	118	same_strand	0		0	0	1	1	1	1
ENSG00000288771	ENSG00000288771	lncRNA	chr9	68954527	68975932	-	135	544	antisense_only	0		0	0	1	1	1	1
ENSG00000289159	ENSG00000289159	lncRNA	chr9	70419208	70420950	-	148	475	clean	1	D0_001391	281	1	1	1	1	1
ENSG00000288865	ENSG00000288865	lncRNA	chr9	72365345	72366412	+	58	419	clean	1	D0_009523	100	1	1	1	0	0
ENSG00000290770	MFSD14CP	lncRNA	chr9	96885845	97013790	-	366	1894	same_strand	1	D0_009854	98	1	1	1	1	1
ENSG00000293514	CUTALP	lncRNA	chr9	120824827	120854385	+	1032	1631	same_strand	1	D0_000803	383	1	1	1	1	1
ENSG00000288995	ENSG00000288995	lncRNA	chr9	126819281	126820987	+	61	233	same_strand	0		0	0	1	1	0	0
ENSG00000288924	ENSG00000288924	lncRNA	chr9	129891880	129893638	-	184	736	same_strand	1	D0_002593	200	1	1	1	1	0
ENSG00000288701	PRRC2B	protein_coding	chr9	131373635	131500197	+	416	2175	same_strand	1	D0_007262	116	1	1	1	1	1
ENSG00000310560	PAXX	protein_coding	chr9	136992402	136994074	+	799	4293	same_strand	0		0	0	1	1	1	1
ENSG00000299654	ENSG00000299654	lncRNA	chr9	137118344	137130044	-	61	249	clean	1	D0_014620	78	1	1	1	1	0
ENSG00000290746	CA5BP1	lncRNA	chrX	15674931	15703724	+	55	285	same_strand	1	D0_012996	84	1	1	1	1	0
ENSG00000307891	ENSG00000307891	lncRNA	chrX	15854901	15856418	+	75	486	antisense_only	1	D0_009588	100	1	1	1	1	0
ENSG00000289472	ENSG00000289472	lncRNA	chrX	24168658	24169609	+	51	106	same_strand	0		0	0	1	1	1	0
ENSG00000309836	ENSG00000309836	lncRNA	chrX	107711278	107712051	+	96	457	clean	1	D0_006889	120	1	1	1	0	0
ENSG00000288722	F8A1	protein_coding	chrX	154886354	154888061	+	263	1648	same_strand	0		0	0	1	0	0	0
ENSG00000293442	PRKY	lncRNA	chrY	7273971	7381548	+	452	2309	same_strand	1	D0_013000	84	1	1	1	1	1
ENSG00000291032	ENSG00000291032	lncRNA	chrY	11116285	11215207	-	123	791	same_strand	0		0	0	1	1	1	1
ENSG00000291033	TXLNGY	lncRNA	chrY	19567312	19606274	+	618	2436	same_strand	0		0	0	1	1	1	1
