candidate_id	chrom	start	end	strand	d0_umis	d0_cells	annotation_history_class	matched_primary_gene	overlapping_v49_added_genes	d1_discovery	polyasite	star_splice	support_count
D0_006171	chr9	79574204	79575150	+	127	106	preexisting_v49_gene_span			1	1	0	2
D0_006172	chr9	90881023	90881976	+	127	91	preexisting_v49_gene_span			1	0	0	1
D0_006173	chr10	22681256	22682256	-	127	117	preexisting_v49_gene_span			1	0	0	1
D0_006174	chr10	28581292	28581758	-	127	115	unresolved			1	0	0	1
D0_006175	chr10	43438293	43439292	+	127	112	preexisting_v49_gene_span			1	0	0	1
D0_006176	chr10	84435999	84436983	+	127	105	preexisting_v49_gene_span			1	0	0	1
D0_006177	chr11	48021968	48022965	+	127	110	preexisting_v49_gene_span			1	0	0	1
D0_006178	chr11	96205843	96206814	-	127	114	preexisting_v49_gene_span			1	0	0	1
D0_006179	chr11	117004278	117005278	+	127	116	unresolved			1	0	0	1
D0_006180	chr12	14944026	14944932	-	127	109	preexisting_v49_gene_span			1	0	0	1
D0_006181	chr12	25087172	25088019	-	127	100	other_v49_added_gene		ENSG00000298872	1	0	0	1
D0_006182	chr12	47214469	47215427	-	127	110	preexisting_v49_gene_span			1	0	0	1
D0_006183	chr12	56671827	56672821	-	127	114	preexisting_v49_gene_span			1	1	1	3
D0_006184	chr12	79789829	79790622	-	127	105	preexisting_v49_gene_span			1	1	0	2
D0_006185	chr12	92127570	92128564	-	127	106	preexisting_v49_gene_span			1	0	0	1
D0_006186	chr12	96397091	96398090	-	127	111	preexisting_v49_gene_span			1	0	0	1
D0_006187	chr13	19716938	19717731	+	127	107	unresolved			1	0	0	1
D0_006188	chr13	21441260	21442239	-	127	108	preexisting_v49_gene_span			1	0	0	1
D0_006189	chr13	32522937	32523679	+	127	104	unresolved			1	0	0	1
D0_006190	chr13	45310121	45333317	-	127	92	unresolved			1	1	0	2
D0_006191	chr13	51713591	51714225	+	127	106	preexisting_v49_gene_span			1	0	0	1
D0_006192	chr13	99375831	99376260	-	127	108	unresolved			1	0	0	1
D0_006193	chr14	20450933	20451893	-	127	112	preexisting_v49_gene_span			1	1	0	2
D0_006194	chr14	30677846	30678686	-	127	112	unresolved			1	1	0	2
D0_006195	chr14	61378212	61378970	-	127	100	unresolved			1	0	0	1
D0_006196	chr15	65709383	65709691	+	127	110	unresolved			1	0	0	1
D0_006197	chr15	85685544	85686545	+	127	107	preexisting_v49_gene_span			1	1	0	2
D0_006198	chr15	91987415	91988365	+	127	102	other_v49_added_gene		ENSG00000294452	1	1	0	2
D0_006199	chr16	27352347	27353345	+	127	94	preexisting_v49_gene_span			1	0	0	1
D0_006200	chr16	29390492	29391127	+	127	100	preexisting_v49_gene_span			1	0	0	1
D0_006201	chr17	1536537	1537335	-	127	109	preexisting_v49_gene_span			1	1	0	2
D0_006202	chr17	7342664	7343016	+	127	121	preexisting_v49_gene_span			1	0	0	1
D0_006203	chr17	8153131	8154000	+	127	107	unresolved			1	1	0	2
D0_006204	chr17	43299528	43299833	-	127	103	preexisting_v49_gene_span			1	0	0	1
D0_006205	chr17	64821459	64821732	-	127	115	other_v49_added_gene		ENSG00000291117,ENSG00000293669	1	0	0	1
D0_006206	chr17	67476879	67477760	-	127	110	unresolved			1	0	0	1
D0_006207	chr17	75336869	75337865	-	127	113	preexisting_v49_gene_span			1	0	0	1
D0_006208	chr17	75368516	75369372	-	127	108	preexisting_v49_gene_span			1	0	0	1
D0_006209	chr18	810058	811008	-	127	90	preexisting_v49_gene_span			1	0	0	1
D0_006210	chr18	9103879	9104879	+	127	110	preexisting_v49_gene_span			1	0	0	1
D0_006211	chr18	20997851	20998843	-	127	104	preexisting_v49_gene_span			1	0	0	1
D0_006212	chr18	44703375	44703719	-	127	96	unresolved			1	0	0	1
D0_006213	chr18	57676085	57677077	+	127	107	preexisting_v49_gene_span			1	1	0	2
D0_006214	chr18	58688238	58689225	+	127	103	preexisting_v49_gene_span			1	0	0	1
D0_006215	chr19	12650504	12651481	-	127	105	preexisting_v49_gene_span			1	0	0	1
D0_006216	chr19	45477443	45478288	-	127	110	preexisting_v49_gene_span			1	1	0	2
D0_006217	chr19	54296001	54296811	-	127	93	primary_match	ENSG00000295857	ENSG00000295857	1	1	0	2
D0_006218	chr20	36935205	36936183	-	127	105	preexisting_v49_gene_span			1	1	0	2
D0_006219	chr21	33558290	33559271	-	127	115	unresolved			1	1	0	2
D0_006220	chr21	35026444	35026802	-	127	112	preexisting_v49_gene_span			1	0	0	1
D0_006221	chr22	21816924	21817852	+	127	100	other_v49_added_gene		ENSG00000289564	1	0	0	1
D0_006222	chr22	41096824	41097803	+	127	114	preexisting_v49_gene_span			1	1	0	2
D0_006223	chrX	37783694	37784679	+	127	101	preexisting_v49_gene_span			1	0	0	1
D0_006224	chrY	3099443	3100354	+	127	105	preexisting_v49_gene_span			1	0	0	1
D0_006225	chr1	1718647	1719640	-	126	119	preexisting_v49_gene_span			1	1	0	2
D0_006226	chr1	51435226	51435742	-	126	111	preexisting_v49_gene_span			1	0	0	1
D0_006227	chr1	54235452	54236368	-	126	107	preexisting_v49_gene_span			1	1	0	2
D0_006228	chr1	97653075	97653983	-	126	104	preexisting_v49_gene_span			1	0	0	1
D0_006229	chr1	121330321	121331157	+	126	100	preexisting_v49_gene_span			1	0	0	1
D0_006230	chr1	145927798	145928762	+	126	109	preexisting_v49_gene_span			1	1	0	2
D0_006231	chr1	153955447	153955587	+	126	115	unresolved			1	0	0	1
D0_006232	chr1	176123884	176124857	-	126	110	preexisting_v49_gene_span			1	1	0	2
D0_006233	chr1	212609946	212610893	+	126	105	preexisting_v49_gene_span			1	1	0	2
D0_006234	chr1	223841221	223842215	-	126	104	preexisting_v49_gene_span			1	0	0	1
D0_006235	chr2	30153138	30154073	+	126	106	preexisting_v49_gene_span			1	0	0	1
D0_006236	chr2	113913994	113914652	+	126	111	preexisting_v49_gene_span			1	0	0	1
D0_006237	chr2	144435760	144436701	-	126	102	preexisting_v49_gene_span			1	1	0	2
D0_006238	chr2	144515369	144516361	-	126	97	other_v49_added_gene		ENSG00000307150	1	1	0	2
D0_006239	chr2	237674616	237675617	+	126	107	preexisting_v49_gene_span			1	0	0	1
D0_006240	chr2	241653728	241654611	+	126	106	preexisting_v49_gene_span			1	1	0	2
D0_006241	chr3	25645537	25646234	-	126	111	preexisting_v49_gene_span			1	0	0	1
D0_006242	chr3	56792364	56793357	-	126	103	preexisting_v49_gene_span			1	0	0	1
D0_006243	chr3	129164556	129169333	-	126	109	preexisting_v49_gene_span			1	1	0	2
D0_006244	chr4	40519281	40520282	-	126	97	preexisting_v49_gene_span			1	0	0	1
D0_006245	chr4	77808138	77808455	+	126	107	unresolved			1	0	0	1
D0_006246	chr4	102538980	102539287	+	126	115	preexisting_v49_gene_span			1	0	0	1
D0_006247	chr4	163571454	163572455	-	126	105	preexisting_v49_gene_span			1	0	0	1
D0_006248	chr5	34196205	34197174	-	126	111	other_v49_added_gene		ENSG00000290548	1	0	0	1
D0_006249	chr5	83503773	83504774	+	126	106	preexisting_v49_gene_span			1	0	0	1
D0_006250	chr5	169903488	169904368	+	126	101	preexisting_v49_gene_span			1	0	0	1
D0_006251	chr5	172084595	172085518	-	126	113	preexisting_v49_gene_span			1	0	0	1
D0_006252	chr6	37855081	37855839	-	126	107	unresolved			1	1	0	2
D0_006253	chr6	87235392	87236303	+	126	117	preexisting_v49_gene_span			1	0	0	1
D0_006254	chr6	136676698	136677501	-	126	106	preexisting_v49_gene_span			1	0	0	1
D0_006255	chr6	143552425	143553324	+	126	108	preexisting_v49_gene_span			1	0	0	1
D0_006256	chr6	156975603	156975900	-	126	109	unresolved			1	0	0	1
D0_006257	chr6	163555495	163556485	+	126	107	preexisting_v49_gene_span			1	0	0	1
D0_006258	chr7	33060054	33060857	-	126	109	preexisting_v49_gene_span			1	0	0	1
D0_006259	chr7	66660774	66661715	+	126	107	preexisting_v49_gene_span			1	0	0	1
D0_006260	chr7	67280147	67281087	+	126	114	preexisting_v49_gene_span			1	0	0	1
D0_006261	chr7	105366917	105367907	-	126	104	preexisting_v49_gene_span			1	0	0	1
D0_006262	chr7	130958314	130959240	-	126	100	preexisting_v49_gene_span			1	0	0	1
D0_006263	chr7	130965366	130966228	+	126	113	unresolved			1	0	0	1
D0_006264	chr7	139080354	139080757	-	126	108	preexisting_v49_gene_span			1	0	0	1
D0_006265	chr7	139415079	139415928	-	126	111	unresolved			1	0	0	1
D0_006266	chr7	148791968	148792810	+	126	111	preexisting_v49_gene_span			1	1	0	2
D0_006267	chr8	115564921	115565809	-	126	101	preexisting_v49_gene_span			1	0	0	1
D0_006268	chr8	141172121	141172959	+	126	99	preexisting_v49_gene_span			1	0	0	1
D0_006269	chr9	35047161	35056037	-	126	101	preexisting_v49_gene_span			1	1	0	2
D0_006270	chr9	123233825	123234809	+	126	99	unresolved			1	0	0	1
D0_006271	chr10	19890568	19890939	-	126	99	unresolved			1	0	0	1
D0_006272	chr10	35337613	35338612	+	126	113	preexisting_v49_gene_span			1	0	0	1
D0_006273	chr10	110872065	110873060	+	126	110	preexisting_v49_gene_span			1	1	0	2
D0_006274	chr11	61014175	61015173	+	126	109	preexisting_v49_gene_span			1	0	0	1
D0_006275	chr11	61963886	61964800	-	126	107	preexisting_v49_gene_span			1	1	0	2
D0_006276	chr11	66089315	66090011	+	126	110	preexisting_v49_gene_span			1	0	0	1
D0_006277	chr11	96242929	96243929	-	126	110	preexisting_v49_gene_span			1	0	0	1
D0_006278	chr11	108241730	108242255	-	126	118	unresolved			1	0	0	1
D0_006279	chr11	111606588	111607588	+	126	105	preexisting_v49_gene_span			1	0	0	1
D0_006280	chr11	130077339	130077968	+	126	102	preexisting_v49_gene_span			1	0	0	1
D0_006281	chr12	9221378	9224533	-	126	92	unresolved			1	0	0	1
D0_006282	chr12	11166766	11167765	-	126	110	preexisting_v49_gene_span			1	0	0	1
D0_006283	chr12	45954116	45954730	-	126	106	preexisting_v49_gene_span			1	1	0	2
D0_006284	chr12	111421402	111421826	-	126	102	unresolved			1	1	0	2
D0_006285	chr12	124939461	124939740	-	126	108	unresolved			1	1	0	2
D0_006286	chr13	24452772	24453688	-	126	107	preexisting_v49_gene_span			1	0	0	1
D0_006287	chr13	28262476	28263384	+	126	109	preexisting_v49_gene_span			1	1	0	2
D0_006288	chr13	50111432	50112413	-	126	108	preexisting_v49_gene_span			1	0	0	1
D0_006289	chr13	95682976	95683972	+	126	113	preexisting_v49_gene_span			1	0	0	1
D0_006290	chr13	111155719	111156679	+	126	116	preexisting_v49_gene_span			1	0	0	1
D0_006291	chr14	89534492	89535479	-	126	111	preexisting_v49_gene_span			1	0	0	1
D0_006292	chr14	99434481	99434860	+	126	105	unresolved			1	0	0	1
D0_006293	chr15	43756848	43757849	+	126	104	preexisting_v49_gene_span			1	0	0	1
D0_006294	chr15	63542586	63543290	+	126	105	preexisting_v49_gene_span			1	0	0	1
D0_006295	chr15	85380948	85381729	+	126	104	preexisting_v49_gene_span			1	0	0	1
D0_006296	chr17	28890429	28891307	-	126	109	preexisting_v49_gene_span			1	0	0	1
D0_006297	chr17	44501487	44502486	-	126	118	preexisting_v49_gene_span			1	1	0	2
D0_006298	chr17	48128392	48133429	-	126	98	unresolved			1	0	0	1
D0_006299	chr17	67149487	67150462	-	126	106	preexisting_v49_gene_span			1	0	0	1
D0_006300	chr17	78711256	78712211	-	126	105	other_v49_added_gene		ENSG00000294365	1	0	0	1
D0_006301	chr17	81500445	81508647	+	126	104	unresolved			1	1	0	2
D0_006302	chr19	2057273	2071015	-	126	107	preexisting_v49_gene_span			1	1	0	2
D0_006303	chr19	6848466	6849417	-	126	118	unresolved			1	0	0	1
D0_006304	chr19	16096939	16097851	-	126	102	other_v49_added_gene		ENSG00000298790	1	0	0	1
D0_006305	chr20	36898537	36899278	+	126	107	unresolved			1	1	0	2
D0_006306	chr20	47422295	47450289	-	126	50	preexisting_v49_gene_span			1	0	0	1
D0_006307	chr20	47584420	47585375	-	126	105	unresolved			1	0	0	1
D0_006308	chr20	62136730	62137631	-	126	105	preexisting_v49_gene_span			1	1	1	3
D0_006309	chr22	40217783	40218646	-	126	104	unresolved			1	0	0	1
D0_006310	chr22	47000664	47001627	+	126	106	preexisting_v49_gene_span			1	0	0	1
D0_006311	chrX	47561631	47562468	+	126	112	preexisting_v49_gene_span			1	0	1	2
D0_006312	chrY	2699466	2699805	-	126	106	unresolved			1	0	0	1
D0_006313	chrY	7329142	7330041	-	126	108	unresolved			1	0	0	1
D0_006314	chr1	2245804	2246152	-	125	109	unresolved			1	0	0	1
D0_006315	chr1	37552740	37553741	-	125	106	preexisting_v49_gene_span			1	1	0	2
D0_006316	chr1	89859754	89860734	+	125	110	preexisting_v49_gene_span			1	0	0	1
D0_006317	chr1	120434644	120435622	+	125	118	preexisting_v49_gene_span			1	0	0	1
D0_006318	chr1	150181468	150191989	+	125	99	other_v49_added_gene		ENSG00000310475	1	1	0	2
D0_006319	chr1	178859422	178860127	-	125	85	preexisting_v49_gene_span			1	1	0	2
D0_006320	chr2	9617945	9618940	-	125	105	preexisting_v49_gene_span			1	0	0	1
D0_006321	chr2	46951141	46951978	+	125	99	preexisting_v49_gene_span			1	0	0	1
D0_006322	chr2	69932594	69933228	+	125	106	preexisting_v49_gene_span			1	0	0	1
D0_006323	chr2	112095245	112095564	-	125	115	unresolved			1	0	0	1
D0_006324	chr2	127351647	127352580	-	125	115	preexisting_v49_gene_span			1	0	0	1
D0_006325	chr2	197106188	197107125	-	125	110	preexisting_v49_gene_span			1	0	0	1
D0_006326	chr2	218229900	218230665	-	125	110	unresolved			1	0	0	1
D0_006327	chr2	224500015	224500958	-	125	110	preexisting_v49_gene_span			1	1	0	2
D0_006328	chr3	71088494	71089023	-	125	101	preexisting_v49_gene_span			1	0	0	1
D0_006329	chr3	129180940	129181660	+	125	108	unresolved			1	0	0	1
D0_006330	chr3	141497073	141497886	+	125	110	preexisting_v49_gene_span			1	1	0	2
D0_006331	chr4	40235911	40236907	-	125	106	unresolved			1	1	0	2
D0_006332	chr5	56833664	56834664	+	125	107	preexisting_v49_gene_span			1	0	0	1
D0_006333	chr5	98864228	98864509	+	125	106	other_v49_added_gene		ENSG00000295348	1	0	0	1
D0_006334	chr5	119341087	119341433	-	125	111	unresolved			1	0	0	1
D0_006335	chr5	150702119	150708374	-	125	101	preexisting_v49_gene_span			1	1	0	2
D0_006336	chr5	177140557	177141556	-	125	115	unresolved			1	0	0	1
D0_006337	chr6	37921063	37922061	+	125	111	preexisting_v49_gene_span			1	0	0	1
D0_006338	chr6	108559608	108560606	-	125	101	unresolved			1	1	0	2
D0_006339	chr6	116681238	116682201	+	125	111	preexisting_v49_gene_span			1	1	1	3
D0_006340	chr6	139136763	139137730	+	125	111	preexisting_v49_gene_span			1	0	0	1
D0_006341	chr6	144779228	144780200	+	125	96	preexisting_v49_gene_span			1	1	0	2
D0_006342	chr6	158870392	158871370	+	125	99	preexisting_v49_gene_span			1	1	0	2
D0_006343	chr7	44796737	44797726	+	125	103	preexisting_v49_gene_span			1	1	0	2
D0_006344	chr7	77414872	77415840	-	125	110	preexisting_v49_gene_span			1	0	0	1
D0_006345	chr7	101832489	101833489	+	125	99	preexisting_v49_gene_span			1	1	0	2
D0_006346	chr7	127921934	127922518	-	125	108	unresolved			1	0	0	1
D0_006347	chr8	23264034	23269714	+	125	81	other_v49_added_gene		ENSG00000289584	1	1	0	2
D0_006348	chr8	47640839	47641047	-	125	105	other_v49_added_gene		ENSG00000299367	1	0	0	1
D0_006349	chr8	80101150	80101460	+	125	102	unresolved			0	0	0	0
D0_006350	chr8	97710251	97711252	+	125	106	preexisting_v49_gene_span			1	0	0	1
D0_006351	chr8	130145449	130146310	-	125	94	preexisting_v49_gene_span			1	0	0	1
D0_006352	chr9	6987599	6988169	+	125	102	preexisting_v49_gene_span			1	0	0	1
D0_006353	chr9	96993732	96994350	-	125	110	other_v49_added_gene		ENSG00000290770	1	0	0	1
D0_006354	chr9	125334205	125335148	+	125	115	preexisting_v49_gene_span			1	0	0	1
D0_006355	chr9	127747510	127747830	-	125	111	preexisting_v49_gene_span			1	0	0	1
D0_006356	chr10	26568078	26571960	+	125	109	preexisting_v49_gene_span			1	1	0	2
D0_006357	chr10	26772770	26773654	-	125	113	preexisting_v49_gene_span			1	0	0	1
D0_006358	chr10	63233567	63234495	+	125	105	unresolved			1	0	0	1
D0_006359	chr10	101691495	101692495	-	125	110	preexisting_v49_gene_span			1	0	0	1
D0_006360	chr11	9832588	9833575	-	125	109	preexisting_v49_gene_span			1	1	0	2
D0_006361	chr11	66142462	66143021	+	125	112	preexisting_v49_gene_span			1	1	0	2
D0_006362	chr11	67229551	67230535	+	125	104	preexisting_v49_gene_span			1	0	0	1
D0_006363	chr11	95791462	95792409	+	125	103	preexisting_v49_gene_span			1	1	0	2
D0_006364	chr11	118208854	118209853	-	125	106	preexisting_v49_gene_span			1	1	0	2
D0_006365	chr12	9171028	9172028	+	125	103	preexisting_v49_gene_span			1	0	0	1
D0_006366	chr12	11891779	11892666	-	125	104	unresolved			1	1	0	2
D0_006367	chr12	42383476	42384240	+	125	104	preexisting_v49_gene_span			1	0	0	1
D0_006368	chr12	64655153	64656075	+	125	106	preexisting_v49_gene_span			1	0	0	1
D0_006369	chr12	111426779	111427629	+	125	104	preexisting_v49_gene_span			1	0	0	1
D0_006370	chr12	116056326	116057077	-	125	111	preexisting_v49_gene_span			1	0	0	1
D0_006371	chr12	118324731	118325686	-	125	111	preexisting_v49_gene_span			1	0	0	1
D0_006372	chr13	40623242	40624191	-	125	107	preexisting_v49_gene_span			1	0	0	1
D0_006373	chr13	40649507	40650274	-	125	103	preexisting_v49_gene_span			1	0	0	1
D0_006374	chr13	49496637	49497375	-	125	111	unresolved			1	0	0	1
D0_006375	chr13	99538583	99539221	+	125	112	preexisting_v49_gene_span			1	1	0	2
D0_006376	chr13	109772914	109773870	-	125	101	preexisting_v49_gene_span			1	0	0	1
D0_006377	chr15	63821349	63821755	+	125	111	unresolved			1	0	0	1
D0_006378	chr15	75444782	75445748	+	125	102	unresolved			1	0	0	1
D0_006379	chr15	85678189	85679180	+	125	110	preexisting_v49_gene_span			1	0	0	1
D0_006380	chr15	90013340	90014340	+	125	104	preexisting_v49_gene_span			1	0	0	1
D0_006381	chr16	608543	609059	+	125	110	preexisting_v49_gene_span			1	0	0	1
D0_006382	chr16	30230404	30231131	+	125	112	other_v49_added_gene		ENSG00000302389	1	0	0	1
D0_006383	chr16	74463479	74464328	-	125	114	preexisting_v49_gene_span			1	1	0	2
D0_006384	chr17	29654674	29655647	-	125	108	preexisting_v49_gene_span			1	1	0	2
D0_006385	chr17	29770087	29770805	-	125	103	preexisting_v49_gene_span			1	0	0	1
D0_006386	chr17	37538624	37539617	-	125	110	preexisting_v49_gene_span			1	0	0	1
D0_006387	chr17	67890596	67891519	+	125	109	preexisting_v49_gene_span			1	1	0	2
D0_006388	chr17	68180703	68188344	+	125	98	unresolved			1	1	1	3
D0_006389	chr17	76496804	76497650	-	125	106	preexisting_v49_gene_span			1	0	0	1
D0_006390	chr17	78693309	78693653	+	125	111	unresolved			1	0	0	1
D0_006391	chr19	5616671	5617527	-	125	107	preexisting_v49_gene_span			1	1	0	2
D0_006392	chr19	8537373	8538373	-	125	100	preexisting_v49_gene_span			1	0	0	1
D0_006393	chr19	50335713	50336447	-	125	80	primary_match	ENSG00000291230	ENSG00000291230	1	1	0	2
D0_006394	chr20	34384469	34385456	-	125	106	unresolved			1	0	0	1
D0_006395	chr20	36574922	36575923	+	125	101	preexisting_v49_gene_span			1	0	1	2
D0_006396	chr21	34917832	34918820	+	125	106	unresolved			1	0	0	1
D0_006397	chr22	27884638	27885252	+	125	109	unresolved			1	1	0	2
D0_006398	chr22	40632288	40633280	-	125	107	preexisting_v49_gene_span			1	0	0	1
D0_006399	chr1	16369652	16370636	+	124	112	preexisting_v49_gene_span			1	0	0	1
D0_006400	chr1	40399424	40400424	+	124	111	preexisting_v49_gene_span			1	0	0	1
D0_006401	chr1	64938586	64939342	-	124	112	preexisting_v49_gene_span			1	1	0	2
D0_006402	chr1	204452299	204452978	-	124	83	preexisting_v49_gene_span			1	1	0	2
D0_006403	chr2	24680513	24681503	+	124	107	preexisting_v49_gene_span			1	0	0	1
D0_006404	chr2	48471704	48472703	+	124	106	preexisting_v49_gene_span			1	0	0	1
D0_006405	chr2	71411060	71411991	-	124	111	unresolved			1	0	0	1
D0_006406	chr2	143389312	143390007	+	124	116	preexisting_v49_gene_span			1	0	0	1
D0_006407	chr2	144486954	144487947	-	124	99	preexisting_v49_gene_span			1	0	0	1
D0_006408	chr2	152719129	152719843	+	124	105	preexisting_v49_gene_span			1	1	0	2
D0_006409	chr2	177223959	177227486	+	124	106	preexisting_v49_gene_span			1	1	1	3
D0_006410	chr2	232773450	232774399	+	124	107	preexisting_v49_gene_span			1	1	0	2
D0_006411	chr3	18357576	18358362	-	124	103	preexisting_v49_gene_span			1	0	0	1
D0_006412	chr3	130747245	130748154	-	124	55	unresolved			1	0	0	1
D0_006413	chr3	170151919	170152913	-	124	110	preexisting_v49_gene_span			1	0	0	1
D0_006414	chr3	187744318	187745319	-	124	109	other_v49_added_gene		ENSG00000290021,ENSG00000289331	1	1	0	2
D0_006415	chr4	48778562	48779274	-	124	105	preexisting_v49_gene_span			1	1	0	2
D0_006416	chr4	67530194	67531151	-	124	109	preexisting_v49_gene_span			1	1	0	2
D0_006417	chr4	73211555	73212503	+	124	110	unresolved			1	0	0	1
D0_006418	chr4	112493762	112493953	+	124	112	unresolved			1	0	0	1
D0_006419	chr5	37030864	37031541	-	124	106	unresolved			1	0	0	1
D0_006420	chr5	66035676	66036644	+	124	112	preexisting_v49_gene_span			1	0	0	1
D0_006421	chr5	66040354	66041172	+	124	108	preexisting_v49_gene_span			1	1	0	2
D0_006422	chr5	108594006	108594014	+	124	120	unresolved			1	1	0	2
D0_006423	chr5	133968721	133970150	+	124	95	other_v49_added_gene		ENSG00000309135	1	1	0	2
D0_006424	chr5	146487410	146488404	+	124	104	preexisting_v49_gene_span			1	0	0	1
D0_006425	chr5	157837270	157838266	-	124	107	preexisting_v49_gene_span			1	0	0	1
D0_006426	chr5	177506413	177507390	-	124	89	preexisting_v49_gene_span			1	0	0	1
D0_006427	chr6	15342919	15343898	+	124	95	preexisting_v49_gene_span			1	1	0	2
D0_006428	chr6	42358680	42359076	-	124	106	preexisting_v49_gene_span			1	0	0	1
D0_006429	chr6	89082787	89083786	+	124	112	preexisting_v49_gene_span			1	1	0	2
D0_006430	chr6	90016114	90017046	-	124	93	preexisting_v49_gene_span			1	1	0	2
D0_006431	chr6	90122748	90123705	+	124	103	unresolved			1	0	0	1
D0_006432	chr6	107817347	107817635	+	124	96	unresolved			1	0	0	1
D0_006433	chr6	156781370	156782280	-	124	111	unresolved			1	0	0	1
D0_006434	chr7	105109375	105110301	-	124	107	unresolved			1	1	0	2
D0_006435	chr7	125702277	125702304	-	124	114	unresolved			1	1	0	2
D0_006436	chr7	139048804	139049455	-	124	100	preexisting_v49_gene_span			1	0	0	1
D0_006437	chr8	17967903	17968741	+	124	111	preexisting_v49_gene_span			1	0	0	1
D0_006438	chr8	27385528	27386492	+	124	107	preexisting_v49_gene_span			1	1	0	2
D0_006439	chr8	66921522	66922365	-	124	117	preexisting_v49_gene_span			1	1	1	3
D0_006440	chr8	80494499	80495455	+	124	101	preexisting_v49_gene_span			1	0	0	1
D0_006441	chr8	115455714	115456438	-	124	96	preexisting_v49_gene_span			1	0	0	1
D0_006442	chr8	118037412	118038400	-	124	107	preexisting_v49_gene_span			1	0	0	1
D0_006443	chr9	5005087	5005353	-	124	109	unresolved			1	0	0	1
D0_006444	chr9	15526971	15527132	-	124	104	unresolved			1	1	0	2
D0_006445	chr9	33122725	33123258	+	124	100	unresolved			1	0	0	1
D0_006446	chr9	33156138	33157127	-	124	97	preexisting_v49_gene_span			1	1	0	2
D0_006447	chr9	37210982	37211982	+	124	105	preexisting_v49_gene_span			1	0	0	1
D0_006448	chr9	77837684	77838655	-	124	104	preexisting_v49_gene_span			1	1	0	2
D0_006449	chr9	92982913	92983631	+	124	110	preexisting_v49_gene_span			1	0	0	1
D0_006450	chr9	94390696	94391670	+	124	107	preexisting_v49_gene_span			1	0	0	1
D0_006451	chr10	22665506	22666202	-	124	110	preexisting_v49_gene_span			1	0	0	1
D0_006452	chr10	26499113	26500114	+	124	110	preexisting_v49_gene_span			1	0	0	1
D0_006453	chr10	35338616	35339484	+	124	109	preexisting_v49_gene_span			1	0	0	1
D0_006454	chr10	87941712	87942713	+	124	110	preexisting_v49_gene_span			1	1	0	2
D0_006455	chr10	100266494	100267138	-	124	104	preexisting_v49_gene_span			1	0	0	1
D0_006456	chr11	9264119	9264946	-	124	97	preexisting_v49_gene_span			1	1	0	2
D0_006457	chr11	47489559	47490559	-	124	112	preexisting_v49_gene_span			1	0	0	1
D0_006458	chr11	66162810	66163793	+	124	105	preexisting_v49_gene_span			1	0	0	1
D0_006459	chr11	124625556	124626446	+	124	113	preexisting_v49_gene_span			1	1	0	2
D0_006460	chr12	51319855	51320854	-	124	106	preexisting_v49_gene_span			1	0	0	1
D0_006461	chr12	56684789	56685771	-	124	113	preexisting_v49_gene_span			1	1	0	2
D0_006462	chr12	64625551	64626513	+	124	108	preexisting_v49_gene_span			1	0	0	1
D0_006463	chr12	69586141	69586714	+	124	107	preexisting_v49_gene_span			1	0	0	1
D0_006464	chr12	104685832	104686743	+	124	102	preexisting_v49_gene_span			1	0	0	1
D0_006465	chr12	110287720	110288694	-	124	106	unresolved			1	1	0	2
D0_006466	chr12	123425010	123425988	-	124	96	preexisting_v49_gene_span			1	1	0	2
D0_006467	chr12	128964840	128965837	+	124	91	preexisting_v49_gene_span			1	1	0	2
D0_006468	chr13	21426199	21427192	-	124	104	preexisting_v49_gene_span			1	1	0	2
D0_006469	chr13	40884717	40885517	-	124	113	other_v49_added_gene		ENSG00000290476	1	0	0	1
D0_006470	chr13	50056807	50057798	-	124	107	preexisting_v49_gene_span			1	0	0	1
D0_006471	chr13	51757022	51757815	+	124	100	preexisting_v49_gene_span			1	0	0	1
D0_006472	chr13	99348182	99349178	+	124	115	preexisting_v49_gene_span			1	0	0	1
D0_006473	chr13	113259426	113260416	+	124	111	preexisting_v49_gene_span			1	1	0	2
D0_006474	chr14	55271540	55272541	+	124	101	preexisting_v49_gene_span			1	1	0	2
D0_006475	chr14	55284252	55285250	+	124	103	preexisting_v49_gene_span			1	0	0	1
D0_006476	chr14	73069101	73070101	+	124	103	preexisting_v49_gene_span			1	0	0	1
D0_006477	chr14	89499466	89500359	-	124	107	preexisting_v49_gene_span			1	0	0	1
D0_006478	chr14	89520017	89520797	-	124	107	preexisting_v49_gene_span			1	0	0	1
D0_006479	chr14	89526811	89527812	-	124	111	preexisting_v49_gene_span			1	0	0	1
D0_006480	chr14	91344079	91345038	-	124	108	preexisting_v49_gene_span			1	1	0	2
D0_006481	chr14	92604981	92605349	-	124	104	unresolved			0	0	0	0
D0_006482	chr14	99490140	99491048	+	124	113	preexisting_v49_gene_span			1	0	0	1
D0_006483	chr14	101888431	101889341	+	124	112	preexisting_v49_gene_span			1	0	0	1
D0_006484	chr15	30426323	30428832	-	124	107	other_v49_added_gene		ENSG00000289397	1	0	0	1
D0_006485	chr15	56239997	56240654	-	124	119	preexisting_v49_gene_span			1	1	0	2
D0_006486	chr15	60516313	60517314	-	124	103	preexisting_v49_gene_span			1	1	0	2
D0_006487	chr15	63520583	63521342	-	124	108	unresolved			1	0	0	1
D0_006488	chr15	80127158	80127953	+	124	104	preexisting_v49_gene_span			1	0	0	1
