candidate_id	chrom	start	end	strand	d0_umis	d0_cells	annotation_history_class	matched_primary_gene	overlapping_v49_added_genes	d1_discovery	polyasite	star_splice	support_count
D0_003762	chr6	170407378	170411463	+	30	24	unresolved			1	1	0	2
D0_003763	chr6	170553482	170554120	-	30	27	unresolved			1	0	0	1
D0_003764	chr7	6101671	6104357	+	30	29	unresolved			1	0	0	1
D0_003765	chr7	25103239	25107090	-	30	22	unresolved			1	1	0	2
D0_003766	chr7	35625991	35629457	-	30	25	unresolved			1	1	0	2
D0_003767	chr7	76630852	76633297	+	30	27	other_v49_added_gene		ENSG00000290873	1	0	0	1
D0_003768	chr7	100445532	100449826	-	30	20	unresolved			1	1	0	2
D0_003769	chr7	106082821	106088822	+	30	27	unresolved			1	1	0	2
D0_003770	chr7	106345643	106346668	-	30	27	unresolved			1	0	0	1
D0_003771	chr8	38883028	38883119	+	30	29	unresolved			1	0	0	1
D0_003772	chr8	100953394	100956364	+	30	25	unresolved			1	1	0	2
D0_003773	chr8	141202696	141204920	+	30	26	unresolved			1	1	0	2
D0_003774	chr9	22597430	22597690	-	30	30	unresolved			1	0	0	1
D0_003775	chr9	79494618	79496595	-	30	28	unresolved			1	0	0	1
D0_003776	chr9	83731490	83739288	-	30	24	unresolved			1	1	0	2
D0_003777	chr9	85742037	85746675	+	30	26	other_v49_added_gene		ENSG00000294204	1	0	0	1
D0_003778	chr9	85858789	85860800	-	30	24	unresolved			1	0	0	1
D0_003779	chr9	111670270	111674492	+	30	25	preexisting_v49_gene_span			1	1	0	2
D0_003780	chr9	111795649	111799499	+	30	26	other_v49_added_gene		ENSG00000293946	1	1	0	2
D0_003781	chr9	127906061	127907414	-	30	29	preexisting_v49_gene_span			1	1	0	2
D0_003782	chr10	8989162	8990969	-	30	19	other_v49_added_gene		ENSG00000303941	1	0	0	1
D0_003783	chr10	12123993	12126768	+	30	25	unresolved			1	1	0	2
D0_003784	chr10	17237842	17270642	-	30	15	unresolved			1	1	0	2
D0_003785	chr10	112834653	112835753	+	30	25	unresolved			1	1	0	2
D0_003786	chr11	18191030	18191256	+	30	30	unresolved			1	1	0	2
D0_003787	chr11	64173580	64178381	-	30	26	other_v49_added_gene		ENSG00000304841	1	1	0	2
D0_003788	chr11	65800057	65812823	+	30	27	unresolved			1	0	0	1
D0_003789	chr11	102387532	102388513	-	30	30	unresolved			1	0	0	1
D0_003790	chr11	121421750	121424180	-	30	26	preexisting_v49_gene_span			1	0	0	1
D0_003791	chr11	130004477	130008473	+	30	21	preexisting_v49_gene_span			1	1	0	2
D0_003792	chr12	8571270	8572216	-	30	20	unresolved			1	0	0	1
D0_003793	chr12	32666480	32677906	+	30	30	unresolved			1	0	0	1
D0_003794	chr12	51278322	51280859	-	30	24	unresolved			1	1	0	2
D0_003795	chr12	67324147	67326526	+	30	26	unresolved			1	1	0	2
D0_003796	chr12	93590467	93590827	+	30	30	unresolved			1	0	0	1
D0_003797	chr12	120119016	120121408	+	30	27	unresolved			1	0	0	1
D0_003798	chr12	122150586	122151715	+	30	25	unresolved			1	0	0	1
D0_003799	chr13	31162623	31164624	+	30	29	other_v49_added_gene		ENSG00000295391	1	1	0	2
D0_003800	chr13	40667223	40670019	+	30	25	unresolved			1	1	0	2
D0_003801	chr14	39136982	39140716	-	30	25	unresolved			1	1	0	2
D0_003802	chr14	52331033	52332641	+	30	28	unresolved			1	0	0	1
D0_003803	chr14	78017503	78028447	-	30	29	unresolved			1	0	0	1
D0_003804	chr14	102919224	102919765	-	30	26	unresolved			1	0	0	1
D0_003805	chr14	105048481	105049314	-	30	28	preexisting_v49_gene_span			1	1	0	2
D0_003806	chr15	20180023	20211262	-	30	30	unresolved			1	1	0	2
D0_003807	chr15	34115684	34130854	-	30	24	unresolved			1	1	0	2
D0_003808	chr15	34339039	34341707	-	30	26	preexisting_v49_gene_span			1	1	0	2
D0_003809	chr15	78917763	78920688	+	30	26	unresolved			1	0	0	1
D0_003810	chr15	90924910	90929430	+	30	27	unresolved			1	0	0	1
D0_003811	chr16	11802336	11812453	+	30	29	unresolved			1	1	0	2
D0_003812	chr16	21360383	21363352	+	30	26	unresolved			1	0	0	1
D0_003813	chr16	30788201	30790765	+	30	27	unresolved			1	1	0	2
D0_003814	chr16	31917414	31921014	+	30	27	unresolved			1	1	0	2
D0_003815	chr17	7084587	7087743	-	30	24	unresolved			1	1	0	2
D0_003816	chr17	16366804	16376533	+	30	26	unresolved			1	1	0	2
D0_003817	chr17	28874475	28879152	-	30	28	unresolved			1	0	0	1
D0_003818	chr17	67700860	67707170	+	30	24	unresolved			1	0	0	1
D0_003819	chr17	68193380	68195113	+	30	29	unresolved			1	1	0	2
D0_003820	chr17	76503883	76518794	-	30	28	unresolved			1	0	0	1
D0_003821	chr17	81013773	81017880	+	30	25	unresolved			1	1	0	2
D0_003822	chr18	23486723	23491204	+	30	19	unresolved			1	1	0	2
D0_003823	chr19	15339780	15346003	-	30	25	unresolved			1	1	0	2
D0_003824	chr19	30056130	30058170	-	30	28	other_v49_added_gene		ENSG00000301101	1	0	0	1
D0_003825	chr19	44178422	44180050	+	30	26	unresolved			1	0	0	1
D0_003826	chr19	54872001	54873270	+	30	29	unresolved			1	0	0	1
D0_003827	chr20	3040786	3042451	+	30	27	unresolved			1	1	0	2
D0_003828	chr20	3665433	3665877	-	30	14	unresolved			1	0	0	1
D0_003829	chr20	33450217	33484143	+	30	25	unresolved			1	0	0	1
D0_003830	chr20	37490386	37492253	-	30	26	unresolved			1	1	0	2
D0_003831	chr20	49097056	49098335	-	30	29	unresolved			1	1	0	2
D0_003832	chr20	61013198	61025990	+	30	30	unresolved			1	0	0	1
D0_003833	chr21	5062847	5063588	-	30	30	unresolved			1	0	0	1
D0_003834	chr22	20892061	20897659	+	30	27	unresolved			1	1	0	2
D0_003835	chr22	37776707	37778618	+	30	28	unresolved			1	1	0	2
D0_003836	chr22	39071730	39075065	+	30	26	unresolved			1	0	0	1
D0_003837	chr22	49766410	49772904	-	30	27	unresolved			1	0	0	1
D0_003838	chrX	28146584	28402048	+	30	28	other_v49_added_gene		ENSG00000308831	1	1	0	2
D0_003839	chrX	47250393	47254174	-	30	25	unresolved			1	1	0	2
D0_003840	chrX	65313863	65317205	+	30	24	preexisting_v49_gene_span			1	0	0	1
D0_003841	chrX	137324906	137324971	-	30	29	unresolved			0	0	0	0
D0_003842	chr1	8892812	8895734	+	29	26	preexisting_v49_gene_span			1	1	0	2
D0_003843	chr1	12153518	12154024	+	29	25	unresolved			1	0	0	1
D0_003844	chr1	13241975	13242103	-	29	29	unresolved			1	0	0	1
D0_003845	chr1	25218516	25222240	-	29	28	unresolved			1	1	0	2
D0_003846	chr1	33124354	33128377	-	29	28	unresolved			1	1	0	2
D0_003847	chr1	37484474	37485342	+	29	25	unresolved			1	0	0	1
D0_003848	chr1	37994312	37995664	-	29	26	preexisting_v49_gene_span			1	1	0	2
D0_003849	chr1	83242569	83242753	+	29	26	other_v49_added_gene		ENSG00000310120	1	0	0	1
D0_003850	chr1	91049604	91049734	+	29	28	unresolved			1	1	0	2
D0_003851	chr1	114387295	114392581	-	29	28	unresolved			1	1	0	2
D0_003852	chr1	121594724	121596928	-	29	26	unresolved			1	0	0	1
D0_003853	chr1	149363564	149363898	+	29	26	unresolved			1	1	0	2
D0_003854	chr1	156716407	156720841	+	29	26	unresolved			1	0	0	1
D0_003855	chr1	167714645	167714831	+	29	29	unresolved			1	1	0	2
D0_003856	chr1	173308323	173311074	-	29	24	preexisting_v49_gene_span			1	0	0	1
D0_003857	chr1	173786718	173790684	+	29	24	preexisting_v49_gene_span			1	1	0	2
D0_003858	chr1	173927636	173930422	-	29	24	unresolved			1	1	0	2
D0_003859	chr1	182769718	182770921	-	29	29	unresolved			0	0	0	0
D0_003860	chr1	183598371	183601309	-	29	25	unresolved			1	0	0	1
D0_003861	chr1	221742412	221745140	+	29	24	unresolved			1	1	0	2
D0_003862	chr1	235108579	235109195	-	29	29	unresolved			1	1	0	2
D0_003863	chr1	236324819	236339752	+	29	29	unresolved			1	0	0	1
D0_003864	chr1	244821017	244827931	-	29	25	unresolved			1	1	0	2
D0_003865	chr1	244870398	244943077	+	29	26	other_v49_added_gene		ENSG00000301467	1	1	0	2
D0_003866	chr2	20246836	20248172	+	29	26	unresolved			1	0	0	1
D0_003867	chr2	26150919	26155913	+	29	24	unresolved			1	0	0	1
D0_003868	chr2	42809346	42811129	-	29	26	other_v49_added_gene		ENSG00000307343	1	1	0	2
D0_003869	chr2	60809736	60811217	+	29	11	unresolved			1	0	0	1
D0_003870	chr2	85650968	85654142	-	29	22	unresolved			1	0	0	1
D0_003871	chr2	108785913	108786642	-	29	23	unresolved			1	1	0	2
D0_003872	chr2	138286194	138287463	-	29	27	preexisting_v49_gene_span			1	0	0	1
D0_003873	chr2	175054281	175057256	-	29	22	unresolved			1	0	0	1
D0_003874	chr2	201111354	201111809	+	29	28	unresolved			1	0	0	1
D0_003875	chr2	239872512	239873654	-	29	25	other_v49_added_gene		ENSG00000302293	1	1	0	2
D0_003876	chr3	32510630	32514077	-	29	25	unresolved			1	1	0	2
D0_003877	chr3	125525491	125528628	-	29	28	preexisting_v49_gene_span			1	1	0	2
D0_003878	chr3	192955914	192957709	-	29	23	unresolved			1	0	0	1
D0_003879	chr4	13286646	13296726	-	29	26	unresolved			1	1	0	2
D0_003880	chr4	17798360	17800095	-	29	26	preexisting_v49_gene_span			1	0	0	1
D0_003881	chr4	40420212	40422494	-	29	27	unresolved			1	0	0	1
D0_003882	chr4	42106334	42110261	-	29	21	unresolved			1	0	0	1
D0_003883	chr4	68306563	68310288	-	29	22	unresolved			1	0	0	1
D0_003884	chr4	96903113	96903207	+	29	29	unresolved			1	0	0	1
D0_003885	chr4	105123294	105123611	+	29	29	unresolved			1	0	0	1
D0_003886	chr4	128257525	128257735	+	29	29	unresolved			1	1	0	2
D0_003887	chr4	141543166	141548876	+	29	26	unresolved			1	0	0	1
D0_003888	chr4	143227789	143229982	+	29	24	unresolved			1	1	0	2
D0_003889	chr5	71195781	71196858	+	29	27	other_v49_added_gene		ENSG00000296364	1	0	0	1
D0_003890	chr5	77997424	77998195	+	29	27	unresolved			1	0	0	1
D0_003891	chr5	83042409	83045696	-	29	28	unresolved			1	0	0	1
D0_003892	chr5	134395595	134399486	+	29	24	unresolved			1	1	0	2
D0_003893	chr5	171413425	171415393	+	29	25	unresolved			1	1	0	2
D0_003894	chr6	3157657	3159351	+	29	27	other_v49_added_gene		ENSG00000309609,ENSG00000309627	1	1	0	2
D0_003895	chr6	6754416	6757643	-	29	25	preexisting_v49_gene_span			1	1	0	2
D0_003896	chr6	6798804	6811170	-	29	22	other_v49_added_gene		ENSG00000301189,ENSG00000301156	1	1	0	2
D0_003897	chr6	27828716	27831189	-	29	26	preexisting_v49_gene_span			1	1	0	2
D0_003898	chr6	28371739	28374338	+	29	25	unresolved			1	1	0	2
D0_003899	chr6	31191351	31193490	-	29	25	preexisting_v49_gene_span			1	1	0	2
D0_003900	chr6	35430470	35434796	+	29	23	unresolved			1	0	0	1
D0_003901	chr6	35731561	35733145	+	29	28	other_v49_added_gene		ENSG00000299402	1	1	0	2
D0_003902	chr6	42746357	42746940	-	29	27	unresolved			1	0	0	1
D0_003903	chr6	42870477	42873045	+	29	25	unresolved			1	0	0	1
D0_003904	chr6	42926232	42928225	-	29	26	preexisting_v49_gene_span			1	1	0	2
D0_003905	chr6	53248034	53249384	+	29	26	other_v49_added_gene		ENSG00000296274	1	0	0	1
D0_003906	chr6	63590935	63593023	+	29	21	unresolved			1	1	0	2
D0_003907	chr6	73579217	73580667	-	29	26	other_v49_added_gene		ENSG00000307148	1	1	0	2
D0_003908	chr6	98859992	98862337	-	29	28	unresolved			1	1	0	2
D0_003909	chr6	155877423	155878455	-	29	28	preexisting_v49_gene_span			1	0	0	1
D0_003910	chr7	1148235	1151390	-	29	27	unresolved			1	1	0	2
D0_003911	chr7	44555585	44558769	-	29	22	unresolved			1	1	0	2
D0_003912	chr7	44980053	44982842	-	29	25	unresolved			1	0	0	1
D0_003913	chr7	45112085	45113316	+	29	25	unresolved			1	1	0	2
D0_003914	chr7	55880592	55880751	+	29	29	unresolved			1	1	0	2
D0_003915	chr7	66626360	66628491	-	29	27	unresolved			1	1	0	2
D0_003916	chr7	75090803	75092511	+	29	28	preexisting_v49_gene_span			1	0	0	1
D0_003917	chr7	77959686	77960060	-	29	25	unresolved			1	0	0	1
D0_003918	chr7	99919726	99922413	+	29	26	preexisting_v49_gene_span			1	0	0	1
D0_003919	chr7	102679382	102679864	+	29	26	unresolved			1	0	0	1
D0_003920	chr7	107166293	107168731	-	29	26	other_v49_added_gene		ENSG00000307064	1	1	0	2
D0_003921	chr7	134070413	134073575	+	29	26	unresolved			1	1	0	2
D0_003922	chr7	143607015	143610503	+	29	27	other_v49_added_gene		ENSG00000290786,ENSG00000309174	1	1	0	2
D0_003923	chr7	149185574	149188164	-	29	24	unresolved			1	0	0	1
D0_003924	chr7	150672387	150676814	-	29	22	unresolved			1	0	0	1
D0_003925	chr7	150706950	150712108	+	29	24	unresolved			1	0	0	1
D0_003926	chr7	155265852	155266950	+	29	15	other_v49_added_gene		ENSG00000301038	1	0	0	1
D0_003927	chr8	37581565	37585107	+	29	21	other_v49_added_gene		ENSG00000302182	1	0	0	1
D0_003928	chr8	38217932	38218292	-	29	28	preexisting_v49_gene_span			1	0	0	1
D0_003929	chr8	131902494	131903417	-	29	28	other_v49_added_gene		ENSG00000299509	1	1	0	2
D0_003930	chr9	32533188	32540285	-	29	25	other_v49_added_gene		ENSG00000288684	1	1	0	2
D0_003931	chr9	63970248	63971379	-	29	29	unresolved			1	0	0	1
D0_003932	chr9	87943755	87943870	-	29	28	unresolved			1	1	0	2
D0_003933	chr9	94655194	94656347	-	29	28	unresolved			1	0	0	1
D0_003934	chr9	108055712	108060383	+	29	21	unresolved			1	0	0	1
D0_003935	chr9	127814330	127814807	+	29	26	preexisting_v49_gene_span			1	1	0	2
D0_003936	chr10	931988	932931	+	29	26	preexisting_v49_gene_span			1	1	0	2
D0_003937	chr10	28520382	28521480	-	29	26	preexisting_v49_gene_span			1	1	0	2
D0_003938	chr10	31530022	31535055	+	29	27	unresolved			1	1	0	2
D0_003939	chr10	46199376	46205354	-	29	26	other_v49_added_gene		ENSG00000299562	1	0	0	1
D0_003940	chr10	46358724	46361595	+	29	28	unresolved			1	1	0	2
D0_003941	chr10	68527647	68530571	+	29	24	unresolved			1	0	0	1
D0_003942	chr10	102662823	102666796	-	29	29	unresolved			1	1	0	2
D0_003943	chr11	265011	270308	+	29	22	unresolved			1	1	0	2
D0_003944	chr11	18276667	18277058	+	29	26	unresolved			1	0	0	1
D0_003945	chr11	60157200	60159493	-	29	27	unresolved			1	0	0	1
D0_003946	chr11	63569773	63571618	-	29	27	unresolved			1	1	0	2
D0_003947	chr11	65134578	65137169	+	29	28	other_v49_added_gene		ENSG00000304945	1	0	0	1
D0_003948	chr11	65519831	65522827	+	29	23	unresolved			1	0	0	1
D0_003949	chr11	76553394	76560461	+	29	28	unresolved			1	1	0	2
D0_003950	chr11	102247730	102248497	-	29	28	unresolved			1	0	0	1
D0_003951	chr11	129684377	129758244	+	29	25	other_v49_added_gene		ENSG00000304507	1	1	0	2
D0_003952	chr12	8485868	8488378	+	29	24	unresolved			1	0	0	1
D0_003953	chr12	9226786	9228461	+	29	24	preexisting_v49_gene_span			1	0	0	1
D0_003954	chr12	9663204	9664779	+	29	25	unresolved			1	1	0	2
D0_003955	chr12	45908885	45918655	+	29	24	unresolved			1	0	0	1
D0_003956	chr12	46378690	46383233	-	29	25	other_v49_added_gene		ENSG00000296000	1	1	0	2
D0_003957	chr12	47646535	47650124	-	29	27	unresolved			1	0	0	1
D0_003958	chr12	55973367	55973672	-	29	28	unresolved			1	1	0	2
D0_003959	chr12	98552604	98555043	+	29	29	unresolved			1	1	0	2
D0_003960	chr12	110713681	110717928	-	29	25	unresolved			1	1	0	2
D0_003961	chr12	121707281	121707419	-	29	26	unresolved			1	0	0	1
D0_003962	chr13	36839082	36839592	-	29	27	unresolved			1	0	0	1
D0_003963	chr14	21511428	21513276	+	29	25	unresolved			1	1	0	2
D0_003964	chr14	49867476	49871645	+	29	27	other_v49_added_gene		ENSG00000303690	1	1	0	2
D0_003965	chr14	64596878	64597621	-	29	29	unresolved			1	1	0	2
D0_003966	chr14	73849748	73849995	+	29	29	unresolved			1	0	0	1
D0_003967	chr14	105043651	105046547	-	29	24	unresolved			1	1	0	2
D0_003968	chr14	105700080	105703779	-	29	18	unresolved			1	1	0	2
D0_003969	chr15	40308040	40309122	+	29	26	unresolved			1	0	0	1
D0_003970	chr15	51624965	51629708	-	29	27	unresolved			1	0	0	1
D0_003971	chr15	74521606	74524958	+	29	26	unresolved			1	0	0	1
D0_003972	chr15	101748586	101750891	+	29	24	other_v49_added_gene		ENSG00000291225	1	0	0	1
D0_003973	chr16	21354975	21359119	+	29	27	unresolved			1	0	0	1
D0_003974	chr16	28080345	28085105	-	29	26	unresolved			1	0	0	1
D0_003975	chr16	28838399	28842362	-	29	24	unresolved			1	0	0	1
D0_003976	chr16	30776452	30776932	-	29	29	unresolved			1	1	0	2
D0_003977	chr16	30822368	30825327	-	29	20	unresolved			1	1	0	2
D0_003978	chr16	70093092	70093440	+	29	28	unresolved			1	0	0	1
D0_003979	chr17	82751	85823	-	29	28	unresolved			1	0	0	1
D0_003980	chr17	4935023	4935505	+	29	27	unresolved			1	1	0	2
D0_003981	chr17	29254609	29255596	-	29	26	unresolved			1	0	0	1
D0_003982	chr17	31000367	31004381	+	29	27	unresolved			1	0	0	1
D0_003983	chr17	32404770	32411072	-	29	28	unresolved			1	0	0	1
D0_003984	chr17	44325445	44327531	+	29	25	other_v49_added_gene		ENSG00000288961	1	1	0	2
D0_003985	chr17	76514560	76517383	+	29	26	unresolved			1	0	0	1
D0_003986	chr18	21111822	21115167	+	29	23	other_v49_added_gene		ENSG00000308413	1	1	0	2
D0_003987	chr18	46267067	46268341	-	29	29	unresolved			1	1	0	2
D0_003988	chr19	1244827	1248516	-	29	23	other_v49_added_gene		ENSG00000288704	1	1	0	2
D0_003989	chr19	3971771	3974351	-	29	22	unresolved			1	1	0	2
D0_003990	chr19	5581010	5585085	+	29	27	unresolved			1	0	0	1
D0_003991	chr19	10645676	10648904	+	29	23	unresolved			1	0	0	1
D0_003992	chr19	12640327	12642271	+	29	23	unresolved			1	1	0	2
D0_003993	chr19	13171149	13174104	-	29	25	unresolved			1	0	0	1
D0_003994	chr19	52924607	52926833	-	29	25	unresolved			1	1	0	2
D0_003995	chr19	54194883	54196405	+	29	25	unresolved			1	0	0	1
D0_003996	chr20	296518	297481	-	29	27	unresolved			1	1	0	2
D0_003997	chr20	1942699	1946711	-	29	27	unresolved			1	1	0	2
D0_003998	chr20	5529343	5531047	-	29	25	unresolved			1	1	0	2
D0_003999	chr20	12003529	12011563	-	29	27	unresolved			1	0	0	1
D0_004000	chr20	23337934	23338330	+	29	21	unresolved			1	0	0	1
D0_004001	chr20	44522226	44523885	+	29	29	unresolved			1	0	0	1
D0_004002	chr20	49215744	49219207	-	29	24	unresolved			1	1	0	2
D0_004003	chr20	50283992	50287463	+	29	21	preexisting_v49_gene_span			1	0	0	1
D0_004004	chr21	43091339	43092264	-	29	24	unresolved			1	0	0	1
D0_004005	chr21	43763248	43763903	+	29	28	unresolved			1	0	0	1
D0_004006	chr22	21875766	21879950	+	29	27	other_v49_added_gene		ENSG00000294146	1	0	0	1
D0_004007	chr22	24179162	24179582	-	29	24	unresolved			1	1	0	2
D0_004008	chr22	37267676	37268740	-	29	29	other_v49_added_gene		ENSG00000296310	1	0	0	1
D0_004009	chr22	38409496	38409735	-	29	29	preexisting_v49_gene_span			1	0	0	1
D0_004010	chrX	57178616	57184389	+	29	24	preexisting_v49_gene_span			1	0	0	1
D0_004011	chrX	57219907	57220276	-	29	28	unresolved			1	0	0	1
D0_004012	chrX	82178379	82491301	-	29	28	unresolved			1	1	0	2
D0_004013	chrY	2215607	2217985	-	29	24	unresolved			1	0	0	1
D0_004014	chrY	19691329	19691803	+	29	27	unresolved			1	1	0	2
D0_004015	chr1	33458111	33458207	-	28	28	unresolved			1	0	0	1
D0_004016	chr1	39052848	39067953	-	28	25	unresolved			1	0	0	1
D0_004017	chr1	148750102	148753466	+	28	27	preexisting_v49_gene_span			1	0	0	1
D0_004018	chr1	150591561	150595596	+	28	26	other_v49_added_gene		ENSG00000290074	1	0	0	1
D0_004019	chr1	159055181	159056565	-	28	27	preexisting_v49_gene_span			1	1	0	2
D0_004020	chr1	161141461	161147524	+	28	25	unresolved			1	1	0	2
D0_004021	chr1	173408212	173412220	-	28	26	preexisting_v49_gene_span			1	0	0	1
D0_004022	chr1	179078507	179081758	-	28	22	other_v49_added_gene		ENSG00000308086	1	1	0	2
D0_004023	chr1	224336565	224337530	+	28	27	unresolved			1	0	0	1
D0_004024	chr1	234598459	234603349	+	28	26	other_v49_added_gene		ENSG00000309433,ENSG00000300566,ENSG00000306466	1	1	0	2
D0_004025	chr2	36835756	36836664	-	28	27	unresolved			1	1	0	2
D0_004026	chr2	43206773	43208440	+	28	23	unresolved			1	0	0	1
D0_004027	chr2	74696254	74696577	-	28	27	unresolved			1	0	0	1
D0_004028	chr2	94496075	94496200	+	28	25	unresolved			1	0	0	1
D0_004029	chr2	130385874	130387793	+	28	25	unresolved			1	1	0	2
D0_004030	chr2	182553322	182705692	-	28	25	unresolved			1	1	0	2
D0_004031	chr2	203965704	203967978	+	28	23	unresolved			1	0	0	1
D0_004032	chr3	31649034	31651957	-	28	27	unresolved			1	0	0	1
D0_004033	chr3	38162591	38165042	-	28	23	other_v49_added_gene		ENSG00000308516	1	1	0	2
D0_004034	chr3	106110242	106110460	-	28	26	unresolved			1	0	0	1
D0_004035	chr3	157140014	157143847	-	28	21	unresolved			1	1	0	2
D0_004036	chr3	166232213	166232414	+	28	28	unresolved			1	0	0	1
D0_004037	chr3	169745324	169754433	-	28	27	unresolved			1	1	0	2
D0_004038	chr3	184396980	184397097	-	28	27	unresolved			1	0	0	1
D0_004039	chr4	13315263	13322420	-	28	23	unresolved			1	1	0	2
D0_004040	chr4	82350739	82352231	+	28	25	unresolved			1	1	0	2
D0_004041	chr4	141476898	141478011	+	28	22	unresolved			1	0	0	1
D0_004042	chr4	184384458	184386673	-	28	28	preexisting_v49_gene_span			1	1	0	2
D0_004043	chr5	25913085	25913299	+	28	28	unresolved			1	0	0	1
D0_004044	chr5	40409293	40411078	-	28	25	other_v49_added_gene		ENSG00000305258	1	0	0	1
D0_004045	chr5	54550168	54552814	+	28	24	unresolved			1	1	0	2
D0_004046	chr5	62776754	62776873	-	28	28	unresolved			1	1	0	2
D0_004047	chr5	69865038	69866929	+	28	27	other_v49_added_gene		ENSG00000295602	1	0	0	1
D0_004048	chr5	69934459	69935312	+	28	27	other_v49_added_gene		ENSG00000295602	1	0	0	1
D0_004049	chr5	79514185	79515844	+	28	23	other_v49_added_gene		ENSG00000298552	1	0	0	1
D0_004050	chr5	80106905	80109570	-	28	22	unresolved			1	1	0	2
D0_004051	chr5	81969695	81971956	-	28	21	unresolved			1	0	0	1
D0_004052	chr5	139628906	139630765	+	28	28	unresolved			1	0	0	1
D0_004053	chr6	28372741	28373087	-	28	25	unresolved			1	0	0	1
D0_004054	chr6	30563933	30568700	+	28	23	unresolved			1	1	0	2
D0_004055	chr6	41895933	41898635	+	28	25	other_v49_added_gene		ENSG00000298081	1	0	0	1
D0_004056	chr6	41933078	41934253	+	28	25	unresolved			1	1	1	3
D0_004057	chr6	43457401	43462774	-	28	27	unresolved			1	1	0	2
D0_004058	chr6	57061081	57063900	-	28	26	unresolved			1	0	0	1
D0_004059	chr6	89077099	89080160	-	28	28	unresolved			1	1	0	2
D0_004060	chr6	110599479	110599583	-	28	27	unresolved			1	0	0	1
D0_004061	chr6	137883384	137885868	-	28	23	preexisting_v49_gene_span			1	1	0	2
D0_004062	chr6	163406379	163409892	-	28	22	preexisting_v49_gene_span			1	1	0	2
D0_004063	chr7	1504970	1506206	-	28	26	unresolved			1	0	0	1
D0_004064	chr7	4384179	4510733	-	28	28	other_v49_added_gene		ENSG00000309840,ENSG00000299792,ENSG00000296704,ENSG00000296724	1	1	0	2
D0_004065	chr7	65081373	65082257	+	28	27	other_v49_added_gene		ENSG00000296823	1	0	0	1
D0_004066	chr7	76508271	76509726	+	28	26	unresolved			1	0	0	1
D0_004067	chr7	129820225	129822983	-	28	23	unresolved			1	0	0	1
D0_004068	chr7	140022281	140023564	+	28	26	unresolved			1	1	0	2
D0_004069	chr8	12436651	12440695	+	28	27	preexisting_v49_gene_span			1	0	0	1
D0_004070	chr8	30183982	30191337	+	28	26	unresolved			1	1	1	3
D0_004071	chr8	46469694	46469842	-	28	20	unresolved			1	0	0	1
D0_004072	chr8	55843629	55845901	+	28	25	other_v49_added_gene		ENSG00000297121	1	1	0	2
D0_004073	chr8	81651301	81655718	-	28	22	unresolved			1	1	0	2
D0_004074	chr8	83216147	83216250	+	28	28	unresolved			1	1	0	2
D0_004075	chr9	36322624	36324916	+	28	27	unresolved			1	0	0	1
D0_004076	chr9	36333488	36336083	+	28	27	unresolved			1	1	0	2
D0_004077	chr9	37359395	37361935	+	28	24	unresolved			1	1	0	2
D0_004078	chr9	42387043	42402623	-	28	28	unresolved			1	0	0	1
D0_004079	chr9	80533409	80537104	+	28	21	unresolved			1	0	0	1
D0_004080	chr9	93037113	93039105	-	28	25	unresolved			1	0	0	1
D0_004081	chr9	101563963	101568974	+	28	26	unresolved			1	1	0	2
D0_004082	chr9	120929482	120933576	+	28	25	unresolved			1	0	0	1
D0_004083	chr9	129157769	129170107	-	28	27	unresolved			1	0	0	1
D0_004084	chr9	130043494	130048234	+	28	24	preexisting_v49_gene_span			1	1	0	2
D0_004085	chr9	131255431	131255890	-	28	26	unresolved			1	0	0	1
D0_004086	chr10	8981747	8986724	-	28	19	other_v49_added_gene		ENSG00000303941	1	0	0	1
D0_004087	chr10	42782091	42782564	-	28	22	other_v49_added_gene		ENSG00000295245	1	0	0	1
D0_004088	chr10	43409195	43413102	-	28	28	preexisting_v49_gene_span			1	1	0	2
D0_004089	chr10	133259489	133262407	+	28	22	other_v49_added_gene		ENSG00000298240	1	1	0	2
D0_004090	chr10	133638083	133640263	+	28	21	other_v49_added_gene		ENSG00000297660	1	0	0	1
D0_004091	chr11	3841074	3842526	+	28	27	unresolved			1	1	0	2
D0_004092	chr11	57524437	57526375	-	28	24	unresolved			1	1	0	2
D0_004093	chr11	61028256	61033119	+	28	25	unresolved			1	0	0	1
D0_004094	chr11	61371759	61373394	+	28	25	preexisting_v49_gene_span			1	1	0	2
D0_004095	chr12	7727132	7728820	-	28	15	preexisting_v49_gene_span			1	1	0	2
D0_004096	chr12	9125293	9127303	+	28	23	other_v49_added_gene		ENSG00000309149	1	1	0	2
D0_004097	chr12	12609441	12611801	-	28	22	unresolved			1	1	0	2
D0_004098	chr12	14912324	14912832	-	28	26	unresolved			1	1	0	2
D0_004099	chr12	31855868	31865241	+	28	24	unresolved			1	0	0	1
D0_004100	chr12	52066892	52069022	+	28	23	unresolved			1	0	0	1
D0_004101	chr12	56655117	56663179	-	28	26	unresolved			1	1	0	2
D0_004102	chr12	110590270	110590904	-	28	24	unresolved			1	0	0	1
D0_004103	chr12	112155375	112158712	-	28	25	unresolved			1	1	0	2
D0_004104	chr12	117031225	117032499	+	28	22	preexisting_v49_gene_span			1	1	0	2
D0_004105	chr13	32778108	32778417	+	28	26	unresolved			1	1	0	2
D0_004106	chr13	45310540	45317027	+	28	19	preexisting_v49_gene_span			1	0	0	1
