event_id	event_type	genes	fully_annotated	min_abs_delta	median_abs_delta	total_usage_denominator
alt_acceptor:chr5:96722698-96726793:96722698-96727488	alt_acceptor	CAST	True	0.020924372428311695	0.04470899470899471	2282
cassette:chr12:94971620-94974170:94994257-95002738:94971620-95002738	cassette	NDUFA12	True	0.02083333333333337	0.07419617419617425	874
cassette:chr6:85677492-85677790:85678032-85678135:85677492-85678135	cassette	ENSG00000271793,SNHG5	True	0.020492348636061197	0.045071753749879484	3276
cassette:chr2:201272776-201272897:201274953-201276826:201272776-201276826	cassette	CASP8	True	0.0201271186440678	0.050489699425869616	606
cassette:chr6:31587733-31587943:31587966-31588517:31587733-31588517	cassette	LST1	True	0.020065789473684204	0.09234027288485402	9115
cassette:chr12:47206069-47206510:47206588-47209280:47206069-47209280	cassette	PCED1B-AS1	True	0.019429590017825293	0.12676242106008395	4235
alt_donor:chr5:86618053-86619352:86618130-86619352	alt_donor	COX7C	True	0.019141132421486975	0.029283913647244968	26862
alt_acceptor:chr12:76047718-76048392:76047718-76048420	alt_acceptor	NAP1L1	True	0.018931159420289778	0.0757931643182006	6193
alt_donor:chr16:2752854-2757471:2756606-2757471	alt_donor	SRRM2	True	0.0188607786698985	0.021818613651693484	2302
alt_acceptor:chr17:40628993-40630207:40628993-40630713	alt_acceptor	SMARCE1,ENSG00000264058	True	0.0186073363531397	0.07253247948664002	819
cassette:chr1:24646789-24647078:24647149-24648858:24646789-24648858	cassette	SRRM1	False	0.018573588625185655	0.03648099147110624	5963
alt_donor:chr8:85214631-85217385:85215037-85217385	alt_donor	RBIS	True	0.018267781585968992	0.033750833924315216	5924
cassette:chr16:2752854-2756333:2756606-2757471:2752854-2757471	cassette	SRRM2	True	0.0182548375319459	0.02171198739799607	2317
alt_donor:chr1:92834913-92840550:92837630-92840550	alt_donor	RPL5	False	0.01811594202898552	0.0872924116877517	1190
cassette:chr1:70246907-70247116:70247149-70249951:70246907-70249951	cassette	SRSF11	True	0.018115942028985504	0.021918224884285135	1169
cassette:chr1:92834913-92837455:92837630-92840550:92834913-92840550	cassette	RPL5	False	0.018115942028985477	0.0874093142149478	1198
alt_donor:chr17:8289072-8289812:8289588-8289812	alt_donor	RANGRF	True	0.018089315997738834	0.029799820169419337	371
cassette:chr1:42667440-42668046:42675448-42676583:42667440-42676583	cassette	PPIH	True	0.01794691097016678	0.03773626567744215	1587
alt_donor:chr16:88809706-88810069:88809840-88810069	alt_donor	APRT	True	0.017870831051967517	0.04240789687199448	5267
cassette:chr17:8289072-8289257:8289588-8289812:8289072-8289812	cassette	RANGRF	True	0.017697466467958223	0.029475144844744006	374
alt_donor:chr5:132866687-132866868:132866691-132866868	alt_donor	UQCRQ	True	0.01767526832610189	0.05836844021428206	1172
alt_acceptor:chr11:65499305-65499544:65499305-65499618	alt_acceptor	MALAT1	False	0.01755981283658515	0.027508954810291288	21811
alt_donor:chr18:58723251-58733396:58726333-58733396	alt_donor	MALT1	False	0.01748834110592934	0.037081052402448855	652
alt_acceptor:chr6:166931118-166934090:166931118-166938894	alt_acceptor	RNASET2	False	0.016541487839771163	0.021857095666387105	2418
alt_donor:chr1:145925927-145926481:145926177-145926481	alt_donor	ENSG00000289565,RBM8A	False	0.01639344262295082	0.026289682539682536	905
cassette:chr6:85677492-85677953:85678032-85678135:85677492-85678135	cassette	ENSG00000271793,SNHG5	True	0.016363636363636358	0.03810158357267862	3974
cassette:chr1:145925927-145926050:145926177-145926481:145925927-145926481	cassette	ENSG00000289565,RBM8A	False	0.016129032258064502	0.031189822995666028	922
cassette:chr2:231711419-231711886:231711977-231712442:231711419-231712442	cassette	PTMA	False	0.01595620778010709	0.04016667383681022	7357
alt_donor:chr5:134741523-134750758:134744052-134750758	alt_donor	CAMLG	True	0.015915119363395236	0.07782132656299587	1130
cassette:chr2:231711419-231711886:231711947-231712442:231711419-231712442	cassette	PTMA	False	0.015837716859826934	0.030886358148788318	7293
cassette:chr2:178485757-178488967:178489014-178490658:178485757-178490658	cassette	PLEKHA3	True	0.015810276679841917	0.062469357951285664	683
alt_acceptor:chr2:178485757-178488967:178485757-178490658	alt_acceptor	PLEKHA3	True	0.015810276679841917	0.05253933058811107	660
cassette:chr19:54201609-54206275:54206724-54207397:54201609-54207397	cassette	RPS9	True	0.015769406747392356	0.03510130053630206	15209
cassette:chr3:195345317-195365481:195365565-195381008:195345317-195381008	cassette	ACAP2	True	0.01567164179104477	0.04651201173665871	1495
alt_acceptor:chr1:24646789-24647078:24646789-24648858	alt_acceptor	SRRM1	True	0.015613091709712932	0.03648099147110624	5951
alt_acceptor:chr12:110492122-110492995:110492122-110496011	alt_acceptor	VPS29	True	0.015373515373515279	0.030738698420309574	4778
cassette:chr12:110492122-110492995:110493231-110496011:110492122-110496011	cassette	VPS29	True	0.015068850679110901	0.029213491370842226	4868
alt_acceptor:chr9:21008146-21010724:21008146-21011588	alt_acceptor	HACD4	False	0.01503164556962025	0.0373736181370556	1204
alt_acceptor:chrX:154399941-154400463:154399941-154400701	alt_acceptor	RPL10	True	0.015030585013137365	0.030827802354148837	46798
cassette:chr6:166931118-166934090:166934136-166938894:166931118-166938894	cassette	ENSG00000249141,RNASET2	False	0.014991955536053814	0.020624657909140698	2639
cassette:chr13:27253843-27255241:27255349-27256183:27253843-27256183	cassette	RPL21	False	0.014705882352941124	0.043000227222582676	378
cassette:chr7:101218217-101218318:101218485-101222603:101218217-101222603	cassette	ZNHIT1	True	0.014672741524593375	0.022911299996462416	1369
alt_acceptor:chr9:312166-314291:312166-317042	alt_acceptor	DOCK8	True	0.014661654135338344	0.03038601302383424	1470
alt_donor:chr12:56160320-56161386:56160670-56161386	alt_donor	MYL6	True	0.014631325435514153	0.015109491716596868	59362
alt_acceptor:chr5:171405403-171406396:171405403-171407699	alt_acceptor	NPM1	True	0.014568764568764603	0.11048314573023871	1031
alt_donor:chr8:99887618-99893638:99892052-99893638	alt_donor	COX6C	False	0.01455026455026455	0.04634230503795721	921
cassette:chr5:96722698-96726793:96726859-96727488:96722698-96727488	cassette	CAST	True	0.014545454545454542	0.0642079641934293	2351
cassette:chr7:92242137-92244001:92244149-92244901:92242137-92244901	cassette	ENSG00000289027,ENSG00000285953,KRIT1	True	0.01430299887650166	0.11200146885078394	685
alt_donor:chr2:99167712-99169549:99169470-99169549	alt_donor	MITD1	False	0.014285714285714277	0.023155597174543338	1261
alt_acceptor:chr6:29725563-29726010:29725563-29890263	alt_acceptor	HLA-F	False	0.013939255395421846	0.01541417976393733	9462
alt_donor:chr1:42667440-42676583:42675448-42676583	alt_donor	PPIH	True	0.013871196036801092	0.029967904095521247	1581
alt_donor:chr2:101004283-101005958:101004308-101005958	alt_donor	RPL31	False	0.013687435476563592	0.021834570471651105	37801
alt_acceptor:chr8:85214631-85214920:85214631-85217385	alt_acceptor	RBIS	True	0.013685480003311823	0.029166351921985467	7391
alt_donor:chr12:53295639-53297849:53295941-53297849	alt_donor	PFDN5	True	0.01348231600332439	0.021839868706406418	656
cassette:chr1:42667440-42675287:42675448-42676583:42667440-42676583	cassette	PPIH	True	0.013470666591621168	0.03820926189347242	1639
cassette:chr12:56160320-56160625:56160670-56161386:56160320-56161386	cassette	MYL6	True	0.013429901563832641	0.016011973755948407	59525
alt_donor:chr19:7647247-7647724:7647511-7647724	alt_donor	STXBP2	True	0.013257632802224832	0.01459666430664508	16589
cassette:chr19:7647247-7647451:7647511-7647724:7647247-7647724	cassette	STXBP2	False	0.01324311621615426	0.014604133450068335	16603
alt_acceptor:chr12:124912506-124913190:124912506-124913418	alt_acceptor		False	0.013032581453634062	0.0375393385956766	491
alt_donor:chr10:68901471-68906710:68906337-68906710	alt_donor	DDX50	True	0.012987012987012991	0.11869709238130291	280
cassette:chr7:77697055-77711368:77711482-77736409:77697055-77736409	cassette	RSBN1L	False	0.012987012987012984	0.019202441077441075	1203
alt_acceptor:chr7:77697055-77711368:77697055-77736409	alt_acceptor	RSBN1L	False	0.012987012987012984	0.015514192647743136	1198
alt_donor:chr6:31615736-31616343:31616145-31616343	alt_donor	AIF1	True	0.012852199703410776	0.021382682267671156	18748
cassette:chr1:42667440-42675366:42675448-42676583:42667440-42676583	cassette	PPIH	True	0.012819137524136454	0.02357150769912485	1584
alt_donor:chr6:70668141-70732377:70699450-70732377	alt_donor	SMAP1	False	0.012745098039215641	0.03904907420675274	940
alt_acceptor:chr17:7315119-7315251:7315119-7315330	alt_acceptor	GPS2,ENSG00000261915	True	0.01273277096928219	0.028603871563742236	779
alt_acceptor:chr4:26321048-26362445:26321048-26386352	alt_acceptor	RBPJ	True	0.012500000000000011	0.016648716982084866	711
cassette:chr19:7647247-7647353:7647511-7647724:7647247-7647724	cassette	ENSG00000268400,STXBP2	True	0.012461788009233254	0.013343235609648785	17847
alt_acceptor:chr11:77702495-77725534:77702495-77725544	alt_acceptor	RSF1	False	0.012331536388140163	0.052115543499029825	1025
alt_acceptor:chrX:154478058-154478282:154478058-154478305	alt_acceptor	LAGE3	False	0.012241577715170093	0.021657241828424822	1117
alt_donor:chr7:140696842-140702865:140697391-140702865	alt_donor	NDUFB2	True	0.012234889658484849	0.02348144112706746	1881
alt_donor:chr20:49279208-49289044:49280964-49289044	alt_donor	ZFAS1	True	0.012206874397687112	0.056577785675867666	12070
cassette:chr20:49279208-49280902:49280964-49289044:49279208-49289044	cassette	ZFAS1	True	0.012206874397687084	0.056586224434337584	12071
cassette:chr6:29725563-29726010:29889823-29890263:29725563-29890263	cassette	HLA-F,HLA-H,HLA-H	False	0.012129243776096477	0.01447246663968238	9859
alt_donor:chr2:186502552-186504031:186502587-186504031	alt_donor	ZC3H15	True	0.012126272264631043	0.03160458468508316	3116
alt_donor:chr1:70246907-70249951:70247149-70249951	alt_donor	SRSF11	True	0.012074303405572806	0.026321503110873723	1160
alt_donor:chr22:40364365-40366435:40365056-40366435	alt_donor	ADSL,ENSG00000284431	True	0.011980995662053295	0.02008235729310201	2305
alt_donor:chr1:42667440-42676583:42668151-42676583	alt_donor	PPIH	True	0.0119481358240493	0.02025909097434575	1532
alt_acceptor:chr10:32932600-32933350:32932600-32935491	alt_acceptor	ITGB1	True	0.011832524271844662	0.018839576302051613	1669
cassette:chr10:32932600-32933350:32933683-32935491:32932600-32935491	cassette	ITGB1	False	0.011832524271844662	0.017005561505773648	1673
alt_acceptor:chr6:29725563-29726402:29725563-29890263	alt_acceptor		False	0.011807924429283648	0.01666666666666667	515
alt_acceptor:chr12:120197462-120198553:120197462-120198853	alt_acceptor	RPLP0	True	0.011770585053332616	0.02880994711816759	6914
cassette:chr14:22830254-22830963:22831037-22833417:22830254-22833417	cassette	MRPL52	True	0.011740799277489278	0.031279848462761224	3048
cassette:chr10:32932600-32933350:32933583-32935491:32932600-32935491	cassette	ITGB1	True	0.011633986928104575	0.016739214964184533	1669
cassette:chr12:120197462-120198553:120198739-120198853:120197462-120198853	cassette	RPLP0	True	0.011541682098516914	0.028764715643121608	7064
alt_acceptor:chr20:62308178-62308367:62308178-62308654	alt_acceptor	ADRM1	False	0.01135632183908053	0.03750225184651418	1678
cassette:chr20:35739017-35739392:35739547-35740524:35739017-35740524	cassette	RBM39	True	0.011355074803573353	0.07936507936507936	901
alt_donor:chr17:40628993-40630713:40630286-40630713	alt_donor	SMARCE1,ENSG00000264058	True	0.011341761614900303	0.022729949673412575	773
alt_acceptor:chr16:87402281-87402922:87402281-87402925	alt_acceptor	MAP1LC3B	True	0.011299435028248594	0.03819647300659956	535
alt_acceptor:chr5:32591685-32598960:32591685-32601004	alt_acceptor	SUB1	True	0.011199844176080997	0.029183400267737636	1525
alt_acceptor:chr12:56116799-56117188:56116799-56117481	alt_acceptor	RPL41	True	0.011117533718689843	0.023020014073990902	3848
cassette:chr12:57395818-57422858:57422959-57430719:57395818-57430719	cassette	R3HDM2	True	0.01110654051830523	0.030207949944792048	523
alt_acceptor:chr1:70246907-70247116:70246907-70249951	alt_acceptor	SRSF11	True	0.01110577651993733	0.034636471668557225	1155
alt_acceptor:chr11:65499305-65499544:65499305-65499641	alt_acceptor		False	0.011101154918359224	0.02440944197014251	20465
cassette:chr11:65499305-65499544:65499603-65499641:65499305-65499641	cassette		False	0.011101154918359224	0.024284900200671946	20470
alt_acceptor:chr10:78037304-78037964:78037304-78040614	alt_acceptor	RPS24	True	0.011035488575595526	0.017424250269472006	69605
cassette:chr6:31615736-31616103:31616145-31616343:31615736-31616343	cassette	AIF1	True	0.010938157341186416	0.018776115032476726	21411
cassette:chr19:1272051-1272426:1273715-1274306:1272051-1274306	cassette	CIRBP	True	0.010936051899907318	0.06031815302589921	2760
alt_donor:chr7:4976436-4984909:4983773-4984909	alt_donor	RNF216P1,ENSG00000288620,RBAK-RBAKDN	False	0.010869565217391297	0.026249890428029582	450
cassette:chr16:66552793-66558189:66558348-66563121:66552793-66563121	cassette	CKLF,CKLF-CMTM1	True	0.010853404698186186	0.07788979922589595	4180
cassette:chr17:6641152-6641752:6641834-6642248:6641152-6642248	cassette	TXNDC17	False	0.010818405338953174	0.023631104254862922	3354
alt_donor:chr17:6641152-6642248:6641834-6642248	alt_donor	TXNDC17	False	0.010797459421312633	0.024091700803390115	3322
alt_acceptor:chr19:7630846-7631231:7630846-7631472	alt_acceptor	PET100	True	0.010687450751543806	0.030468773827557107	4886
alt_donor:chr17:31976614-31988319:31983104-31988319	alt_donor	SUZ12	False	0.010656682027649772	0.02115508808959385	872
cassette:chr16:89873859-89874798:89875166-89883350:89873859-89883350	cassette	TCF25	False	0.010587634875699962	0.022552864276110432	6135
alt_donor:chr6:29724448-29725446:29725306-29725446	alt_donor	HLA-F	True	0.010483586482792453	0.015907053172825366	5746
cassette:chr19:7630846-7631231:7631321-7631472:7630846-7631472	cassette	PET100	True	0.010444082382921835	0.0316474338771849	4916
cassette:chr6:29724448-29725030:29725306-29725446:29724448-29725446	cassette	HLA-F	True	0.01043760961628959	0.015873696813773486	5757
alt_donor:chr12:6944565-6945770:6944652-6945770	alt_donor	C12orf57	True	0.010408851274971737	0.0272989677341319	8696
alt_donor:chr19:35907261-35907445:35907264-35907445	alt_donor	TYROBP	True	0.01032550408745958	0.022586193365359872	41210
alt_acceptor:chr12:56160320-56160625:56160320-56161386	alt_acceptor	MYL6	True	0.01028151450025206	0.0109808753941088	58982
alt_donor:chr11:68030733-68036252:68033283-68036252	alt_donor	NDUFS8	True	0.010178117048346057	0.023455506841696748	1967
alt_donor:chr7:99417595-99419390:99419275-99419390	alt_donor	BUD31	False	0.010156840034002856	0.01742074866378096	4385
alt_donor:chr19:2324192-2328386:2324196-2328386	alt_donor	LSM7	True	0.010121457489878555	0.062323986939630524	499
cassette:chr8:85214631-85214920:85215037-85217385:85214631-85217385	cassette	RBIS	True	0.010073455454296054	0.02059485657591853	9799
alt_donor:chr3:197951241-197954002:197951328-197954002	alt_donor	RPL35A	False	0.009868421052631582	0.02310847782301952	675
cassette:chr3:197951241-197951282:197951328-197954002:197951241-197954002	cassette	RPL35A	False	0.009868421052631526	0.01856391540802832	866
alt_donor:chr6:138406033-138412879:138406151-138412879	alt_donor	HEBP2	True	0.009853890587835534	0.04508299710903605	3144
alt_donor:chr6:85677492-85677953:85677875-85677953	alt_donor	ENSG00000271793,SNHG5	True	0.009684795011160943	0.02480953541989375	19131
cassette:chr6:85677492-85677790:85677875-85677953:85677492-85677953	cassette	ENSG00000271793,SNHG5	True	0.009681079232849554	0.024789406733816077	19231
cassette:chr22:40364365-40364879:40365056-40366435:40364365-40366435	cassette	ADSL,ENSG00000284431	True	0.009661422708618361	0.01960695999577955	2645
cassette:chr6:166858259-166934090:166934136-166938894:166858259-166938894	cassette	ENSG00000249141,RNASET2	False	0.00948905109489051	0.0384697912146198	834
alt_acceptor:chr13:27440449-27441016:27440449-27445087	alt_acceptor	MTIF3	True	0.0094876660341556	0.22716517224789384	961
alt_donor:chr18:59152612-59155687:59152685-59155687	alt_donor	SEC11C	True	0.009419152276295131	0.031369731800766285	350
alt_donor:chr1:228147699-228148664:228148456-228148664	alt_donor	GUK1	True	0.009305773925937288	0.01634270489612879	7125
alt_donor:chr14:105487299-105488165:105488027-105488165	alt_donor	CRIP1,ENSG00000257341	False	0.009268509268509306	0.044541291028876495	3687
alt_donor:chr6:166858259-166938894:166934136-166938894	alt_donor	ENSG00000249141,RNASET2	False	0.009170685429678235	0.04303652968036529	827
cassette:chr7:99417595-99419161:99419275-99419390:99417595-99419390	cassette	BUD31	False	0.009015317582744715	0.018477053483171732	4387
alt_acceptor:chr1:156055425-156057977:156055425-156058314	alt_acceptor	LAMTOR2	True	0.008899059242308716	0.013575273381065178	3495
cassette:chr17:31976614-31982998:31983104-31988319:31976614-31988319	cassette	SUZ12	False	0.008894183045463522	0.015019592476488985	884
cassette:chr19:45413745-45413962:45414034-45414860:45413745-45414860	cassette	ERCC1	True	0.008706786171574943	0.049444799018007135	2639
cassette:chr1:228147699-228148370:228148456-228148664:228147699-228148664	cassette	GUK1	True	0.008672086720867167	0.016174324895922132	7582
cassette:chr12:47206069-47206510:47206588-47210639:47206069-47210639	cassette	PCED1B-AS1	True	0.008647461983294025	0.04002178789028499	2700
alt_donor:chr1:173864304-173864674:173864506-173864674	alt_donor	GAS5	True	0.008433308199572324	0.013420426414198515	15514
alt_acceptor:chr22:40364365-40364879:40364365-40366435	alt_acceptor	ADSL,ENSG00000284431	True	0.008404802744425455	0.07384965959207135	1152
alt_acceptor:chr10:119500259-119503213:119500259-119515508	alt_acceptor	RGS10	False	0.008367642378258502	0.015037656091010012	2064
alt_acceptor:chr12:112408656-112409049:112408656-112409586	alt_acceptor	RPL6	True	0.00827790499036819	0.012499594123001589	6123
alt_donor:chr19:7630846-7631472:7631321-7631472	alt_donor	PET100	True	0.008268029888452877	0.01710606466704029	4871
alt_donor:chr12:76049250-76049755:76049525-76049755	alt_donor	NAP1L1	True	0.008234758871701553	0.036862760514167536	5062
cassette:chr1:160679131-160681201:160681468-160684886:160679131-160684886	cassette	CD48	True	0.008190726927014724	0.020589624882151325	1885
alt_donor:chr11:94971065-94971374:94971272-94971374	alt_donor	CWC15	False	0.008175747363165509	0.01142412424740008	802
alt_donor:chr14:22830254-22833417:22831037-22833417	alt_donor	MRPL52	True	0.008083935328517367	0.03643435983907661	3028
alt_acceptor:chr16:88859972-88860910:88859972-88860913	alt_acceptor	TRAPPC2L	True	0.008000000000000007	0.036702305783910955	2900
alt_acceptor:chr1:160679131-160681201:160679131-160684886	alt_acceptor	CD48	True	0.007867820613689958	0.021322406526045334	1835
cassette:chr17:7016685-7016949:7017014-7017256:7016685-7017256	cassette	RNASEK-C17orf49,BACC1	True	0.007854592664719218	0.01768871742125594	1232
alt_donor:chr20:35739017-35740524:35739547-35740524	alt_donor	RBM39	True	0.00776397515527949	0.07415390850973674	878
alt_acceptor:chr1:173864304-173864483:173864304-173864674	alt_acceptor	GAS5	True	0.0077201041444078244	0.011447460853304614	18691
cassette:chr1:173864304-173864483:173864502-173864674:173864304-173864674	cassette	GAS5	True	0.00770477378539125	0.011433389752599221	18698
cassette:chr2:131484218-131491875:131492024-131492206:131484218-131492206	cassette	MZT2A	False	0.007694791218252228	0.011808037919491976	3275
alt_acceptor:chr2:131484218-131491875:131484218-131492206	alt_acceptor	MZT2A	False	0.007644529383659893	0.011858998489384931	3251
alt_donor:chr9:32553944-32572880:32571052-32572880	alt_donor	NDUFB6	True	0.0075825156110615535	0.012698726394378568	663
cassette:chr9:32553944-32570959:32571052-32572880:32553944-32572880	cassette	NDUFB6	True	0.0075524833589349916	0.011116116116116181	737
alt_donor:chr11:62676639-62677517:62677005-62677517	alt_donor	UBXN1	True	0.007518796992481203	0.03760383738063727	3034
cassette:chr1:173864304-173864483:173864506-173864674:173864304-173864674	cassette	GAS5	True	0.007428226681285288	0.010927187508969094	19757
alt_donor:chr17:64145995-64146229:64146000-64146229	alt_donor	SNHG25	True	0.007376908560645046	0.03203931003875654	4366
cassette:chr5:134767060-134768130:134768252-134770902:134767060-134770902	cassette	DDX46	False	0.007374954362906173	0.012972665449445633	2024
cassette:chr19:39329073-39329547:39329626-39333076:39329073-39333076	cassette	GMFG	True	0.007138403319787545	0.008638502417057548	5299
alt_donor:chr20:35740887-35741940:35740989-35741940	alt_donor	RBM39	True	0.007069356432765628	0.03231473382134031	3405
alt_donor:chr1:24646789-24648858:24647208-24648858	alt_donor	SRRM1	True	0.007018716577540163	0.028656845264092956	6119
alt_donor:chr8:98042718-98044942:98042775-98044942	alt_donor	RPL30	True	0.006955086249487763	0.011153609920637715	198746
alt_donor:chr19:39329073-39333076:39329626-39333076	alt_donor	GMFG	True	0.006775063284463673	0.009580422701758337	5197
alt_donor:chr16:89873859-89883350:89875166-89883350	alt_donor	TCF25	False	0.0067348966516403985	0.01637524717439126	6115
cassette:chr19:39329073-39329605:39329626-39333076:39329073-39333076	cassette	GMFG	False	0.006729286300246162	0.009334961452926449	5212
alt_acceptor:chr17:7017014-7017256:7017014-7017260	alt_acceptor	RNASEK-C17orf49,BACC1	True	0.006467065868263455	0.020080992762775404	3475
alt_donor:chr12:53296275-53297849:53296551-53297849	alt_donor	PFDN5,ENSG00000288663	True	0.006455303154110137	0.010765488856163796	6299
cassette:chr17:5426299-5428070:5428211-5432541:5426299-5432541	cassette	RPAIN	True	0.0064102564102564985	0.028681030487028525	1178
alt_donor:chr7:105063580-105066726:105064116-105066726	alt_donor	KMT2E	True	0.006341682147203986	0.016486928104575194	1042
cassette:chr13:75526639-75527812:75527851-75530113:75526639-75530113	cassette	COMMD6	True	0.00629296042911627	0.008682858275465416	24974
cassette:chr18:13726729-13730626:13730755-13731475:13726729-13731475	cassette	RNMT	True	0.0062893081761006275	0.09755747126436781	464
cassette:chr1:20779911-20780344:20780540-20787194:20779911-20787194	cassette	HP1BP3	True	0.006126616746085722	0.029469990461320372	1435
cassette:chr12:122519029-122520503:122520581-122521384:122519029-122521384	cassette	RSRC2	True	0.006111535523300238	0.10588023088023088	443
alt_acceptor:chr14:64924126-64926009:64924126-64932137	alt_acceptor	CHURC1,CHURC1-FNTB	True	0.006008461056123959	0.030981397578369707	2932
alt_acceptor:chr5:134767060-134768130:134767060-134770902	alt_acceptor	DDX46	False	0.0059954987354695	0.009358718084261627	2010
alt_acceptor:chr3:48892032-48905977:48892032-49039119	alt_acceptor		False	0.00584828851556677	0.09963034878120841	3512
alt_acceptor:chr2:9406905-9407448:9406905-9408112	alt_acceptor	ITGB1BP1	True	0.005827505827505797	0.02290470543650147	2777
cassette:chr12:124912506-124913190:124913190-124913418:124912506-124913418	cassette		False	0.0057870370370370905	0.03137407308139012	671
alt_acceptor:chr13:75526639-75527812:75526639-75530113	alt_acceptor	COMMD6	True	0.0057467716211349485	0.007282227030694428	24950
alt_donor:chr9:35813145-35813265:35813156-35813265	alt_donor	HINT2,ENSG00000285645	False	0.00574658465115907	0.009078115879035287	2174
alt_donor:chr17:7016685-7017256:7017014-7017256	alt_donor	RNASEK-C17orf49,BACC1	True	0.005682985279014063	0.017596682941951464	1214
cassette:chr16:634797-634888:635340-635611:634797-635611	cassette	METTL26	True	0.005675954592363253	0.022279579572465347	1604
cassette:chr17:40628993-40630207:40630286-40630713:40628993-40630713	cassette	SMARCE1,ENSG00000264058	True	0.00564749146309429	0.07368059864860207	824
alt_donor:chr8:98042775-98045346:98045088-98045346	alt_donor	RPL30	True	0.005587659130966219	0.008062456514660074	5948
cassette:chr8:98042775-98044988:98045088-98045346:98042775-98045346	cassette	RPL30	False	0.005587659130966149	0.008273009295281963	5954
cassette:chr8:98042775-98043566:98045088-98045346:98042775-98045346	cassette	RPL30	False	0.005587659130966149	0.008163744342813417	5965
alt_acceptor:chr6:41789336-41789530:41789336-41789567	alt_acceptor	ENSG00000124593,TOMM6	True	0.005532764763035741	0.04613647876220376	2661
cassette:chr8:98042775-98044826:98045088-98045346:98042775-98045346	cassette	RPL30	True	0.005514193473181717	0.008878060782971653	6549
cassette:chr1:156055425-156057977:156058067-156058314:156055425-156058314	cassette	LAMTOR2	True	0.005490295962530145	0.008131609059725209	7508
alt_donor:chr18:2951310-2954503:2951356-2954503	alt_donor	LPIN2	False	0.005448997384481256	0.01634256364618819	1412
alt_acceptor:chr1:32621948-32627507:32621948-32631826	alt_acceptor	ZBTB8OS	False	0.00537056928034374	0.012877180575200375	2001
cassette:chr18:58723251-58726269:58726333-58733396:58723251-58733396	cassette	MALT1	False	0.005355404089581295	0.09204242168843937	662
alt_donor:chr1:156055425-156058314:156058067-156058314	alt_donor	LAMTOR2	True	0.005343806262814832	0.008426256234092055	6912
alt_acceptor:chr12:54284317-54284548:54284317-54286661	alt_acceptor	HNRNPA1	True	0.005154639175257714	0.096570624452197	7500
cassette:chr12:54284317-54284548:54286112-54286661:54284317-54286661	cassette	HNRNPA1	True	0.005154639175257714	0.09612445964062938	7509
alt_acceptor:chr19:18900449-18903267:18900449-18904770	alt_acceptor	COPE	True	0.005150120534735958	0.007901548019200011	2103
cassette:chr12:124911899-124912127:124913267-124913723:124911899-124913723	cassette		False	0.005147458820329437	0.011387792206185979	25607
alt_donor:chr17:7885083-7889663:7887843-7889663	alt_donor	CHD3	True	0.00512820512820511	0.09212392420043042	784
alt_donor:chr18:13726729-13731475:13730755-13731475	alt_donor	RNMT	True	0.00512820512820511	0.07261984392419177	404
alt_acceptor:chr8:66922114-66922323:66922114-66922613	alt_acceptor	SNHG6	True	0.005109698174365462	0.023301961479200495	16433
cassette:chr11:64318386-64319733:64320792-64320864:64318386-64320864	cassette	PRDX5	True	0.005070993914807254	0.006052634695993819	2537
alt_acceptor:chr17:7856843-7856984:7856843-7857014	alt_acceptor	NAA38	True	0.005050505050505055	0.08188972365136696	5850
alt_donor:chr12:124911899-124913723:124913267-124913723	alt_donor		False	0.005013814388806215	0.012287406505076426	25383
cassette:chr6:85677492-85677794:85677868-85677953:85677492-85677953	cassette	ENSG00000271793,SNHG5	True	0.0049481046019025365	0.015491408043548593	32685
alt_acceptor:chr16:634797-634888:634797-635611	alt_acceptor	METTL26	True	0.0049450549450549275	0.023841668415670147	1498
alt_acceptor:chr6:85677492-85677794:85677492-85677953	alt_acceptor	ENSG00000271793,SNHG5	True	0.004918720101969143	0.015495395341895257	32597
cassette:chr6:85677492-85677794:85677899-85677953:85677492-85677953	cassette	ENSG00000271793,SNHG5	True	0.004902876504484954	0.015495395341895257	32601
cassette:chr19:18900449-18903267:18903423-18904770:18900449-18904770	cassette	COPE	True	0.004873294346978585	0.007966285111771498	2137
cassette:chr11:94971065-94971183:94971272-94971374:94971065-94971374	cassette	CWC15	False	0.004871213132256774	0.009059343434343434	809
cassette:chr2:9406905-9407448:9407598-9408112:9406905-9408112	cassette	ITGB1BP1	True	0.004830917874396046	0.023595735435226084	2819
cassette:chr16:89873859-89874798:89874893-89883350:89873859-89883350	cassette	TCF25	False	0.004804399336619976	0.011552041491189276	6098
alt_donor:chr11:64318386-64320864:64320792-64320864	alt_donor	PRDX5	True	0.004779788323659953	0.006074276504140759	2522
alt_donor:chr6:166893021-166938894:166934136-166938894	alt_donor	ENSG00000249141,RNASET2	False	0.004761904761904759	0.04219656747746635	754
cassette:chr6:166893021-166934090:166934136-166938894:166893021-166938894	cassette	ENSG00000249141,RNASET2	False	0.004761904761904745	0.042028866655732355	764
cassette:chr16:8801910-8804766:8804843-8806315:8801910-8806315	cassette	PMM2	True	0.004730965747807958	0.02683540502108467	555
alt_donor:chr15:85575329-85578929:85577871-85578929	alt_donor	AKAP13	False	0.004725029531434499	0.054338811311739954	792
alt_acceptor:chr15:43800784-43801131:43800784-43801517	alt_acceptor	SERF2,HYPK	True	0.00471861053155187	0.009341210997837468	1723
